Isolate	Loci0	Loci1	Loci2	Loci3	Loci4	Loci5	Loci6	Source0	Source1	Source2	Source3
0	1	2	3	4	5	9	3	-4.6166	-2.49835	-3.58774	-4.91334
1	4	7	10	4	1	7	1	-1.82948	-3.74946	-2.61482	-1.91386
2	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
3	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
4	9	25	2	10	22	3	6	-4.47033	-7.30575	-6.01131	-4.34427
5	4	7	10	4	1	7	1	-1.82948	-3.74946	-2.61482	-1.91386
6	4	7	10	4	1	7	1	-1.82948	-3.74946	-2.61482	-1.91386
7	4	7	10	4	42	51	1	-2.93007	-4.63655	-4.86915	-3.76221
8	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
9	10	81	50	99	120	76	52	-6.69409	-6.36622	-5.25324	-5.15145
10	2	1	21	3	2	1	5	-2.9292	-2.49816	-4.38004	-4.44282
11	2	1	21	3	2	1	5	-2.9292	-2.49816	-4.38004	-4.44282
12	9	25	2	10	22	3	6	-4.47033	-7.30575	-6.01131	-4.34427
13	2	1	21	3	2	1	5	-2.9292	-2.49816	-4.38004	-4.44282
14	10	27	16	19	10	5	7	-20.3716	-12.8228	-16.4732	-17.9704
15	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
16	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
17	9	2	4	62	4	5	6	-3.71614	-5.2439	-5.74132	-6.33419
18	9	53	2	53	11	3	3	-30.9768	-28.2488	-24.0895	-24.7142
19	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
20	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
21	4	7	10	4	1	7	1	-1.82948	-3.74946	-2.61482	-1.91386
22	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
23	1	4	2	2	6	3	17	-4.62083	-2.45716	-4.54972	-5.56496
24	4	7	10	4	1	7	1	-1.82948	-3.74946	-2.61482	-1.91386
25	2	1	21	3	2	1	5	-2.9292	-2.49816	-4.38004	-4.44282
26	8	10	2	2	11	12	6	-3.95515	-7.48835	-7.37563	-6.7459
27	2	4	2	2	6	1	5	-6.08123	-4.84391	-5.91126	-7.69178
28	2	1	12	3	2	1	5	-2.62052	-2.12694	-3.59814	-4.6654
29	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
30	4	7	10	4	1	7	1	-1.82948	-3.74946	-2.61482	-1.91386
31	10	1	16	19	10	5	7	-6.12772	-2.75539	-4.17016	-5.20087
32	1	2	3	4	5	9	3	-4.6166	-2.49835	-3.58774	-4.91334
33	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
34	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
35	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
36	4	7	10	4	1	7	1	-1.82948	-3.74946	-2.61482	-1.91386
37	129	66	30	82	189	47	17	-3.2469	-4.87705	-5.50678	-4.10476
38	2	1	12	3	357	1	5	-6.78553	-6.55101	-5.16878	-6.97495
39	9	2	4	62	4	5	6	-3.71614	-5.2439	-5.74132	-6.33419
40	2	1	1	3	2	1	5	-4.61481	-3.7951	-6.31991	-7.04033
41	2	1	12	3	357	1	5	-6.78553	-6.55101	-5.16878	-6.97495
42	2	1	5	3	2	3	5	-4.22947	-3.25686	-5.47294	-4.77659
43	2	1	5	3	2	3	5	-4.22947	-3.25686	-5.47294	-4.77659
44	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
45	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
46	2	4	2	2	6	1	5	-6.08123	-4.84391	-5.91126	-7.69178
47	1	4	2	2	6	3	17	-4.62083	-2.45716	-4.54972	-5.56496
48	2	1	21	3	2	1	5	-2.9292	-2.49816	-4.38004	-4.44282
49	2	1	2	3	2	3	5	-3.75985	-7.23324	-7.17688	-6.54411
50	2	1	21	3	2	1	5	-2.9292	-2.49816	-4.38004	-4.44282
51	7	17	2	15	23	3	12	-6.90141	-10.4961	-10.3232	-9.69189
52	2	4	1	2	7	1	5	-2.30848	-5.87642	-5.64273	-4.84411
53	9	2	4	62	4	5	6	-3.71614	-5.2439	-5.74132	-6.33419
54	2	4	1	2	7	1	5	-2.30848	-5.87642	-5.64273	-4.84411
55	9	2	4	62	4	5	6	-3.71614	-5.2439	-5.74132	-6.33419
56	2	1	12	88	2	1	5	-3.94619	-3.43743	-5.70685	-5.27936
57	2	1	5	3	2	3	5	-4.22947	-3.25686	-5.47294	-4.77659
58	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
59	9	2	4	62	4	5	6	-3.71614	-5.2439	-5.74132	-6.33419
60	2	1	5	3	2	3	5	-4.22947	-3.25686	-5.47294	-4.77659
61	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
62	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
63	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
64	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
65	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
66	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
67	1	2	215	4	90	24	8	-30.7282	-28.2065	-18.7371	-20.2271
68	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
69	1	2	3	4	5	9	3	-4.6166	-2.49835	-3.58774	-4.91334
70	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
71	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
72	9	25	2	10	22	3	6	-4.47033	-7.30575	-6.01131	-4.34427
73	2	15	4	48	360	25	23	-6.69995	-8.33884	-5.70128	-4.90827
74	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
75	2	1	12	88	2	1	5	-3.94619	-3.43743	-5.70685	-5.27936
76	2	4	2	2	6	1	5	-6.08123	-4.84391	-5.91126	-7.69178
77	10	1	16	19	10	5	7	-6.12772	-2.75539	-4.17016	-5.20087
78	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
79	2	1	12	3	2	1	5	-2.62052	-2.12694	-3.59814	-4.6654
80	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
81	2	4	1	2	2	1	5	-2.77818	-3.66486	-4.11868	-4.04062
82	1	4	2	2	6	3	17	-4.62083	-2.45716	-4.54972	-5.56496
83	10	1	16	19	10	5	7	-6.12772	-2.75539	-4.17016	-5.20087
84	8	10	149	2	11	12	6	-4.87196	-3.9827	-5.62857	-6.9981
