Isolate	Loci0	Loci1	Loci2	Loci3	Loci4	Loci5	Loci6	Source0	Source1	Source2	Source3
0	1	2	3	4	5	9	3	-4.71168	-2.5236	-3.58926	-4.97134
1	4	7	10	4	1	7	1	-1.81811	-3.77335	-2.65109	-1.92463
2	2	4	1	2	2	1	5	-2.77045	-3.66074	-4.18855	-4.12959
3	2	4	1	2	2	1	5	-2.77045	-3.66074	-4.18855	-4.12959
4	9	25	2	10	22	3	6	-4.45824	-7.5557	-6.01124	-4.34924
5	4	7	10	4	1	7	1	-1.81811	-3.77335	-2.65109	-1.92463
6	4	7	10	4	1	7	1	-1.81811	-3.77335	-2.65109	-1.92463
7	4	7	10	4	42	51	1	-2.91985	-4.63273	-4.94833	-3.80913
8	2	4	1	2	2	1	5	-2.77045	-3.66074	-4.18855	-4.12959
9	10	81	50	99	120	76	52	-6.69332	-6.40698	-5.2873	-5.13969
10	2	1	21	3	2	1	5	-2.93571	-2.51799	-4.36612	-4.58137
11	2	1	21	3	2	1	5	-2.93571	-2.51799	-4.36612	-4.58137
12	9	25	2	10	22	3	6	-4.45824	-7.5557	-6.01124	-4.34924
13	2	1	21	3	2	1	5	-2.93571	-2.51799	-4.36612	-4.58137
14	10	27	16	19	10	5	7	-21.0115	-12.7305	-15.6943	-18.1876
15	2	4	1	2	2	1	5	-2.77045	-3.66074	-4.18855	-4.12959
16	2	4	1	2	2	1	5	-2.77045	-3.66074	-4.18855	-4.12959
17	9	2	4	62	4	5	6	-3.70701	-5.20214	-5.90123	-6.80742
18	9	53	2	53	11	3	3	-30.7598	-26.8202	-27.1792	-28.1017
19	2	4	1	2	2	1	5	-2.77045	-3.66074	-4.18855	-4.12959
20	2	4	1	2	2	1	5	-2.77045	-3.66074	-4.18855	-4.12959
21	4	7	10	4	1	7	1	-1.81811	-3.77335	-2.65109	-1.92463
22	2	4	1	2	2	1	5	-2.77045	-3.66074	-4.18855	-4.12959
23	1	4	2	2	6	3	17	-4.72227	-2.48599	-4.47017	-5.69393
24	4	7	10	4	1	7	1	-1.81811	-3.77335	-2.65109	-1.92463
25	2	1	21	3	2	1	5	-2.93571	-2.51799	-4.36612	-4.58137
26	8	10	2	2	11	12	6	-3.94362	-7.10584	-8.10855	-7.32381
27	2	4	2	2	6	1	5	-6.11174	-4.86347	-5.92799	-7.89098
28	2	1	12	3	2	1	5	-2.62821	-2.14315	-3.61313	-4.93746
29	2	4	1	2	2	1	5	-2.77045	-3.66074	-4.18855	-4.12959
30	4	7	10	4	1	7	1	-1.81811	-3.77335	-2.65109	-1.92463
31	10	1	16	19	10	5	7	-6.55591	-2.78414	-4.14961	-5.23025
32	1	2	3	4	5	9	3	-4.71168	-2.5236	-3.58926	-4.97134
33	2	4	1	2	2	1	5	-2.77045	-3.66074	-4.18855	-4.12959
34	2	4	1	2	2	1	5	-2.77045	-3.66074	-4.18855	-4.12959
35	2	4	1	2	2	1	5	-2.77045	-3.66074	-4.18855	-4.12959
36	4	7	10	4	1	7	1	-1.81811	-3.77335	-2.65109	-1.92463
37	129	66	30	82	189	47	17	-3.23718	-4.87989	-5.597	-4.15367
38	2	1	12	3	357	1	5	-6.74602	-5.98286	-7.25951	-8.92346
