Isolate	Loci0	Loci1	Loci2	Loci3	Loci4	Loci5	Loci6	Source0	Source1	Source2	Source3
0	1	2	3	4	5	9	3	-4.68154	-2.48295	-3.65289	-4.92488
1	4	7	10	4	1	7	1	-1.85066	-3.80802	-2.63158	-1.92483
2	2	4	1	2	2	1	5	-2.80103	-3.63445	-4.12261	-4.071
3	2	4	1	2	2	1	5	-2.80103	-3.63445	-4.12261	-4.071
4	9	25	2	10	22	3	6	-4.49814	-7.70154	-6.02636	-4.35861
5	4	7	10	4	1	7	1	-1.85066	-3.80802	-2.63158	-1.92483
6	4	7	10	4	1	7	1	-1.85066	-3.80802	-2.63158	-1.92483
7	4	7	10	4	42	51	1	-2.95569	-4.61677	-4.84257	-3.78136
8	2	4	1	2	2	1	5	-2.80103	-3.63445	-4.12261	-4.071
9	10	81	50	99	120	76	52	-6.67959	-6.41799	-5.29497	-5.16499
10	2	1	21	3	2	1	5	-2.96482	-2.47926	-4.44143	-4.4694
11	2	1	21	3	2	1	5	-2.96482	-2.47926	-4.44143	-4.4694
12	9	25	2	10	22	3	6	-4.49814	-7.70154	-6.02636	-4.35861
13	2	1	21	3	2	1	5	-2.96482	-2.47926	-4.44143	-4.4694
14	10	27	16	19	10	5	7	-20.4933	-12.8218	-16.4568	-17.6127
15	2	4	1	2	2	1	5	-2.80103	-3.63445	-4.12261	-4.071
16	2	4	1	2	2	1	5	-2.80103	-3.63445	-4.12261	-4.071
17	9	2	4	62	4	5	6	-3.74233	-5.17651	-5.69331	-6.43706
18	9	53	2	53	11	3	3	-29.67	-28.2596	-25.9304	-25.2261
19	2	4	1	2	2	1	5	-2.80103	-3.63445	-4.12261	-4.071
20	2	4	1	2	2	1	5	-2.80103	-3.63445	-4.12261	-4.071
21	4	7	10	4	1	7	1	-1.85066	-3.80802	-2.63158	-1.92483
22	2	4	1	2	2	1	5	-2.80103	-3.63445	-4.12261	-4.071
23	1	4	2	2	6	3	17	-4.72022	-2.44255	-4.68117	-5.5583
24	4	7	10	4	1	7	1	-1.85066	-3.80802	-2.63158	-1.92483
25	2	1	21	3	2	1	5	-2.96482	-2.47926	-4.44143	-4.4694
26	8	10	2	2	11	12	6	-3.98063	-7.14505	-7.06427	-6.86581
