Isolate	Loci0	Loci1	Loci2	Loci3	Loci4	Loci5	Loci6	Source0	Source1	Source2	Source3
0	1	2	3	4	5	9	3	-4.67275	-2.484	-3.61365	-4.73776
1	4	7	10	4	1	7	1	-1.82681	-3.69149	-2.6164	-1.91959
2	2	4	1	2	2	1	5	-2.77601	-3.608	-4.13968	-4.02068
3	2	4	1	2	2	1	5	-2.77601	-3.608	-4.13968	-4.02068
4	9	25	2	10	22	3	6	-4.46919	-7.26598	-6.06454	-4.35843
5	4	7	10	4	1	7	1	-1.82681	-3.69149	-2.6164	-1.91959
6	4	7	10	4	1	7	1	-1.82681	-3.69149	-2.6164	-1.91959
7	4	7	10	4	42	51	1	-2.92744	-4.53801	-4.91726	-3.7633
8	2	4	1	2	2	1	5	-2.77601	-3.608	-4.13968	-4.02068
9	10	81	50	99	120	76	52	-6.69913	-6.40091	-5.24386	-5.15969
10	2	1	21	3	2	1	5	-2.93634	-2.47576	-4.49604	-4.33485
11	2	1	21	3	2	1	5	-2.93634	-2.47576	-4.49604	-4.33485
12	9	25	2	10	22	3	6	-4.46919	-7.26598	-6.06454	-4.35843
13	2	1	21	3	2	1	5	-2.93634	-2.47576	-4.49604	-4.33485
14	10	27	16	19	10	5	7	-20.7421	-13.0281	-16.441	-16.9273
15	2	4	1	2	2	1	5	-2.77601	-3.608	-4.13968	-4.02068
16	2	4	1	2	2	1	5	-2.77601	-3.608	-4.13968	-4.02068
17	9	2	4	62	4	5	6	-3.71281	-5.12753	-5.77123	-6.26923
18	9	53	2	53	11	3	3	-31.6805	-31.583	-25.9971	-26.9189
19	2	4	1	2	2	1	5	-2.77601	-3.608	-4.13968	-4.02068
20	2	4	1	2	2	1	5	-2.77601	-3.608	-4.13968	-4.02068
21	4	7	10	4	1	7	1	-1.82681	-3.69149	-2.6164	-1.91959
22	2	4	1	2	2	1	5	-2.77601	-3.608	-4.13968	-4.02068
23	1	4	2	2	6	3	17	-4.68682	-2.4431	-4.68146	-5.24748
24	4	7	10	4	1	7	1	-1.82681	-3.69149	-2.6164	-1.91959
25	2	1	21	3	2	1	5	-2.93634	-2.47576	-4.49604	-4.33485
26	8	10	2	2	11	12	6	-3.95057	-6.88909	-7.4807	-6.72298
27	2	4	2	2	6	1	5	-6.1001	-4.82656	-5.93739	-7.42261
28	2	1	12	3	2	1	5	-2.62746	-2.10446	-3.65776	-4.465
29	2	4	1	2	2	1	5	-2.77601	-3.608	-4.13968	-4.02068
30	4	7	10	4	1	7	1	-1.82681	-3.69149	-2.6164	-1.91959
31	10	1	16	19	10	5	7	-6.36938	-2.74356	-4.2208	-5.02764
32	1	2	3	4	5	9	3	-4.67275	-2.484	-3.61365	-4.73776
33	2	4	1	2	2	1	5	-2.77601	-3.608	-4.13968	-4.02068
34	2	4	1	2	2	1	5	-2.77601	-3.608	-4.13968	-4.02068
