Isolate	Loci0	Loci1	Loci2	Loci3	Loci4	Loci5	Loci6	Source0	Source1	Source2	Source3
0	1	2	3	4	5	9	3	-4.69855	-2.49185	-3.62555	-4.7928
1	4	7	10	4	1	7	1	-1.81441	-3.81981	-2.56915	-1.99124
2	2	4	1	2	2	1	5	-2.75998	-3.66044	-4.13516	-4.09924
3	2	4	1	2	2	1	5	-2.75998	-3.66044	-4.13516	-4.09924
4	9	25	2	10	22	3	6	-4.45587	-7.62641	-5.81999	-4.43729
5	4	7	10	4	1	7	1	-1.81441	-3.81981	-2.56915	-1.99124
6	4	7	10	4	1	7	1	-1.81441	-3.81981	-2.56915	-1.99124
7	4	7	10	4	42	51	1	-2.91103	-4.65584	-4.79845	-3.84576
8	2	4	1	2	2	1	5	-2.75998	-3.66044	-4.13516	-4.09924
9	10	81	50	99	120	76	52	-6.73557	-6.39973	-5.25204	-5.21956
10	2	1	21	3	2	1	5	-2.92228	-2.49078	-4.39639	-4.43958
11	2	1	21	3	2	1	5	-2.92228	-2.49078	-4.39639	-4.43958
12	9	25	2	10	22	3	6	-4.45587	-7.62641	-5.81999	-4.43729
13	2	1	21	3	2	1	5	-2.92228	-2.49078	-4.39639	-4.43958
14	10	27	16	19	10	5	7	-20.8625	-12.7421	-16.059	-17.098
15	2	4	1	2	2	1	5	-2.75998	-3.66044	-4.13516	-4.09924
16	2	4	1	2	2	1	5	-2.75998	-3.66044	-4.13516	-4.09924
17	9	2	4	62	4	5	6	-3.69553	-5.23016	-5.81696	-6.37425
18	9	53	2	53	11	3	3	-29.8149	-28.2385	-25.9284	-23.6627
19	2	4	1	2	2	1	5	-2.75998	-3.66044	-4.13516	-4.09924
20	2	4	1	2	2	1	5	-2.75998	-3.66044	-4.13516	-4.09924
21	4	7	10	4	1	7	1	-1.81441	-3.81981	-2.56915	-1.99124
22	2	4	1	2	2	1	5	-2.75998	-3.66044	-4.13516	-4.09924
23	1	4	2	2	6	3	17	-4.69657	-2.45084	-4.57695	-5.36954
24	4	7	10	4	1	7	1	-1.81441	-3.81981	-2.56915	-1.99124
25	2	1	21	3	2	1	5	-2.92228	-2.49078	-4.39639	-4.43958
26	8	10	2	2	11	12	6	-3.93193	-7.43133	-7.53127	-6.85856
27	2	4	2	2	6	1	5	-6.09806	-4.83542	-5.95978	-7.47366
28	2	1	12	3	2	1	5	-2.61444	-2.1178	-3.64375	-4.56432
29	2	4	1	2	2	1	5	-2.75998	-3.66044	-4.13516	-4.09924
30	4	7	10	4	1	7	1	-1.81441	-3.81981	-2.56915	-1.99124
31	10	1	16	19	10	5	7	-6.52025	-2.74948	-4.20221	-5.10038
32	1	2	3	4	5	9	3	-4.69855	-2.49185	-3.62555	-4.7928
33	2	4	1	2	2	1	5	-2.75998	-3.66044	-4.13516	-4.09924
34	2	4	1	2	2	1	5	-2.75998	-3.66044	-4.13516	-4.09924
35	2	4	1	2	2	1	5	-2.75998	-3.66044	-4.13516	-4.09924
36	4	7	10	4	1	7	1	-1.81441	-3.81981	-2.56915	-1.99124
37	129	66	30	82	189	47	17	-3.22836	-4.8952	-5.39936	-4.19458
38	2	1	12	3	357	1	5	-6.31047	-6.60883	-6.6081	-6.5953
39	9	2	4	62	4	5	6	-3.69553	-5.23016	-5.81696	-6.37425
40	2	1	1	3	2	1	5	-4.61269	-3.78644	-6.35481	-6.84429
41	2	1	12	3	357	1	5	-6.31047	-6.60883	-6.6081	-6.5953
42	2	1	5	3	2	3	5	-4.23681	-3.25177	-5.41791	-4.80878
43	2	1	5	3	2	3	5	-4.23681	-3.25177	-5.41791	-4.80878
44	2	4	1	2	2	1	5	-2.75998	-3.66044	-4.13516	-4.09924
45	2	4	1	2	2	1	5	-2.75998	-3.66044	-4.13516	-4.09924
46	2	4	2	2	6	1	5	-6.09806	-4.83542	-5.95978	-7.47366
47	1	4	2	2	6	3	17	-4.69657	-2.45084	-4.57695	-5.36954
48	2	1	21	3	2	1	5	-2.92228	-2.49078	-4.39639	-4.43958
49	2	1	2	3	2	3	5	-3.73597	-7.17361	-7.32795	-6.65292
50	2	1	21	3	2	1	5	-2.92228	-2.49078	-4.39639	-4.43958
51	7	17	2	15	23	3	12	-6.8785	-10.441	-10.4808	-9.80517
52	2	4	1	2	7	1	5	-2.28445	-5.83099	-5.75618	-4.95011
53	9	2	4	62	4	5	6	-3.69553	-5.23016	-5.81696	-6.37425
54	2	4	1	2	7	1	5	-2.28445	-5.83099	-5.75618	-4.95011
55	9	2	4	62	4	5	6	-3.69553	-5.23016	-5.81696	-6.37425
56	2	1	12	88	2	1	5	-3.94073	-3.43096	-5.69316	-5.29337
57	2	1	5	3	2	3	5	-4.23681	-3.25177	-5.41791	-4.80878
58	2	4	1	2	2	1	5	-2.75998	-3.66044	-4.13516	-4.09924
59	9	2	4	62	4	5	6	-3.69553	-5.23016	-5.81696	-6.37425
