Isolate	Loci0	Loci1	Loci2	Loci3	Loci4	Loci5	Loci6	Source0	Source1	Source2	Source3
0	1	2	3	4	5	9	3	-4.71504	-2.48024	-3.65177	-4.93138
1	4	7	10	4	1	7	1	-1.8344	-3.74074	-2.62335	-1.95395
2	2	4	1	2	2	1	5	-2.78042	-3.6223	-4.1862	-4.09824
3	2	4	1	2	2	1	5	-2.78042	-3.6223	-4.1862	-4.09824
4	9	25	2	10	22	3	6	-4.47742	-7.47079	-5.93577	-4.38061
5	4	7	10	4	1	7	1	-1.8344	-3.74074	-2.62335	-1.95395
6	4	7	10	4	1	7	1	-1.8344	-3.74074	-2.62335	-1.95395
7	4	7	10	4	42	51	1	-2.93324	-4.58313	-4.89576	-3.80672
8	2	4	1	2	2	1	5	-2.78042	-3.6223	-4.1862	-4.09824
9	10	81	50	99	120	76	52	-6.74022	-6.3865	-5.28165	-5.19465
10	2	1	21	3	2	1	5	-2.94369	-2.47759	-4.47208	-4.46721
11	2	1	21	3	2	1	5	-2.94369	-2.47759	-4.47208	-4.46721
12	9	25	2	10	22	3	6	-4.47742	-7.47079	-5.93577	-4.38061
13	2	1	21	3	2	1	5	-2.94369	-2.47759	-4.47208	-4.46721
14	10	27	16	19	10	5	7	-20.5753	-12.9481	-16.1214	-17.4717
15	2	4	1	2	2	1	5	-2.78042	-3.6223	-4.1862	-4.09824
16	2	4	1	2	2	1	5	-2.78042	-3.6223	-4.1862	-4.09824
17	9	2	4	62	4	5	6	-3.72003	-5.15812	-5.87603	-6.47606
18	9	53	2	53	11	3	3	-30.4149	-27.5468	-25.045	-24.1114
19	2	4	1	2	2	1	5	-2.78042	-3.6223	-4.1862	-4.09824
20	2	4	1	2	2	1	5	-2.78042	-3.6223	-4.1862	-4.09824
21	4	7	10	4	1	7	1	-1.8344	-3.74074	-2.62335	-1.95395
22	2	4	1	2	2	1	5	-2.78042	-3.6223	-4.1862	-4.09824
23	1	4	2	2	6	3	17	-4.71655	-2.44119	-4.6344	-5.49235
24	4	7	10	4	1	7	1	-1.8344	-3.74074	-2.62335	-1.95395
