Isolate	Loci0	Loci1	Loci2	Loci3	Loci4	Loci5	Loci6	Source0	Source1	Source2	Source3
0	1	2	3	4	5	9	3	-4.59025	-2.47931	-3.62023	-4.83985
1	4	7	10	4	1	7	1	-1.83738	-3.85257	-2.62862	-1.94658
2	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
3	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
4	9	25	2	10	22	3	6	-4.484	-7.88524	-5.95843	-4.39308
5	4	7	10	4	1	7	1	-1.83738	-3.85257	-2.62862	-1.94658
6	4	7	10	4	1	7	1	-1.83738	-3.85257	-2.62862	-1.94658
7	4	7	10	4	42	51	1	-2.93755	-4.67733	-4.88776	-3.7746
8	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
9	10	81	50	99	120	76	52	-6.69507	-6.3845	-5.28508	-5.20079
10	2	1	21	3	2	1	5	-2.93118	-2.48327	-4.39882	-4.37233
11	2	1	21	3	2	1	5	-2.93118	-2.48327	-4.39882	-4.37233
12	9	25	2	10	22	3	6	-4.484	-7.88524	-5.95843	-4.39308
13	2	1	21	3	2	1	5	-2.93118	-2.48327	-4.39882	-4.37233
14	10	27	16	19	10	5	7	-20.0118	-12.7504	-15.9299	-17.357
15	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
16	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
17	9	2	4	62	4	5	6	-3.72197	-5.23389	-5.84146	-6.12595
18	9	53	2	53	11	3	3	-31.4379	-27.117	-25.359	-24.0405
19	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
20	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
21	4	7	10	4	1	7	1	-1.83738	-3.85257	-2.62862	-1.94658
22	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
23	1	4	2	2	6	3	17	-4.60681	-2.44037	-4.54949	-5.43357
24	4	7	10	4	1	7	1	-1.83738	-3.85257	-2.62862	-1.94658
25	2	1	21	3	2	1	5	-2.93118	-2.48327	-4.39882	-4.37233
26	8	10	2	2	11	12	6	-3.96177	-7.56166	-7.65718	-6.52657
27	2	4	2	2	6	1	5	-6.07131	-4.82355	-5.95334	-7.50097
28	2	1	12	3	2	1	5	-2.62017	-2.10886	-3.63776	-4.49136
29	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
30	4	7	10	4	1	7	1	-1.83738	-3.85257	-2.62862	-1.94658
31	10	1	16	19	10	5	7	-6.04588	-2.73763	-4.19391	-5.15799
32	1	2	3	4	5	9	3	-4.59025	-2.47931	-3.62023	-4.83985
33	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
34	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
35	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
36	4	7	10	4	1	7	1	-1.83738	-3.85257	-2.62862	-1.94658
37	129	66	30	82	189	47	17	-3.25569	-4.91642	-5.51567	-4.12214
38	2	1	12	3	357	1	5	-7.30835	-6.02262	-6.32781	-6.76612
39	9	2	4	62	4	5	6	-3.72197	-5.23389	-5.84146	-6.12595
40	2	1	1	3	2	1	5	-4.61238	-3.77828	-6.31581	-6.76614
41	2	1	12	3	357	1	5	-7.30835	-6.02262	-6.32781	-6.76612
42	2	1	5	3	2	3	5	-4.23238	-3.24421	-5.43464	-4.7771
43	2	1	5	3	2	3	5	-4.23238	-3.24421	-5.43464	-4.7771
44	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
45	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
46	2	4	2	2	6	1	5	-6.07131	-4.82355	-5.95334	-7.50097
47	1	4	2	2	6	3	17	-4.60681	-2.44037	-4.54949	-5.43357
48	2	1	21	3	2	1	5	-2.93118	-2.48327	-4.39882	-4.37233
49	2	1	2	3	2	3	5	-3.76514	-7.29972	-7.45314	-6.32179
50	2	1	21	3	2	1	5	-2.93118	-2.48327	-4.39882	-4.37233
51	7	17	2	15	23	3	12	-6.90859	-10.5796	-10.6076	-9.47322
52	2	4	1	2	7	1	5	-2.31347	-5.97271	-5.88403	-4.67956
53	9	2	4	62	4	5	6	-3.72197	-5.23389	-5.84146	-6.12595
54	2	4	1	2	7	1	5	-2.31347	-5.97271	-5.88403	-4.67956
55	9	2	4	62	4	5	6	-3.72197	-5.23389	-5.84146	-6.12595
56	2	1	12	88	2	1	5	-3.9491	-3.42385	-5.69899	-5.2318
57	2	1	5	3	2	3	5	-4.23238	-3.24421	-5.43464	-4.7771
58	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
59	9	2	4	62	4	5	6	-3.72197	-5.23389	-5.84146	-6.12595
60	2	1	5	3	2	3	5	-4.23238	-3.24421	-5.43464	-4.7771
61	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
62	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
63	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
64	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
65	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
66	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
67	1	2	215	4	90	24	8	-32.2347	-27.9584	-21.513	-19.8473
68	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
69	1	2	3	4	5	9	3	-4.59025	-2.47931	-3.62023	-4.83985
70	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
71	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
72	9	25	2	10	22	3	6	-4.484	-7.88524	-5.95843	-4.39308
73	2	15	4	48	360	25	23	-6.72704	-9.08713	-5.70072	-4.96411
74	2	4	1	2	2	1	5	-2.78129	-3.65873	-4.16711	-4.01729
75	2	1	12	88	2	1	5	-3.9491	-3.42385	-5.69899	-5.2318
76	2	4	2	2	6	1	5	-6.07131	-4.82355	-5.95334	-7.50097
