Isolate	Loci0	Loci1	Loci2	Loci3	Loci4	Loci5	Loci6	Source0	Source1	Source2	Source3
0	1	2	3	4	5	9	3	-4.72785	-2.48736	-3.59088	-4.96453
1	4	7	10	4	1	7	1	-1.82565	-3.83531	-2.6267	-1.89507
2	2	4	1	2	2	1	5	-2.77717	-3.66939	-4.07478	-4.09391
3	2	4	1	2	2	1	5	-2.77717	-3.66939	-4.07478	-4.09391
4	9	25	2	10	22	3	6	-4.46778	-7.65659	-5.92585	-4.31356
5	4	7	10	4	1	7	1	-1.82565	-3.83531	-2.6267	-1.89507
6	4	7	10	4	1	7	1	-1.82565	-3.83531	-2.6267	-1.89507
7	4	7	10	4	42	51	1	-2.92911	-4.67791	-4.74171	-3.77022
8	2	4	1	2	2	1	5	-2.77717	-3.66939	-4.07478	-4.09391
9	10	81	50	99	120	76	52	-6.69804	-6.38574	-5.33255	-5.11978
10	2	1	21	3	2	1	5	-2.94442	-2.48963	-4.19682	-4.52068
11	2	1	21	3	2	1	5	-2.94442	-2.48963	-4.19682	-4.52068
12	9	25	2	10	22	3	6	-4.46778	-7.65659	-5.92585	-4.31356
13	2	1	21	3	2	1	5	-2.94442	-2.48963	-4.19682	-4.52068
14	10	27	16	19	10	5	7	-20.6068	-12.7355	-15.7061	-17.9681
15	2	4	1	2	2	1	5	-2.77717	-3.66939	-4.07478	-4.09391
16	2	4	1	2	2	1	5	-2.77717	-3.66939	-4.07478	-4.09391
17	9	2	4	62	4	5	6	-3.71942	-5.25503	-5.63188	-6.73203
18	9	53	2	53	11	3	3	-31.4259	-29.0769	-24.6764	-26.7155
19	2	4	1	2	2	1	5	-2.77717	-3.66939	-4.07478	-4.09391
20	2	4	1	2	2	1	5	-2.77717	-3.66939	-4.07478	-4.09391
21	4	7	10	4	1	7	1	-1.82565	-3.83531	-2.6267	-1.89507
22	2	4	1	2	2	1	5	-2.77717	-3.66939	-4.07478	-4.09391
23	1	4	2	2	6	3	17	-4.73679	-2.44638	-4.39924	-5.61273
24	4	7	10	4	1	7	1	-1.82565	-3.83531	-2.6267	-1.89507
25	2	1	21	3	2	1	5	-2.94442	-2.48963	-4.19682	-4.52068
26	8	10	2	2	11	12	6	-3.95519	-7.66148	-6.89566	-7.20221
27	2	4	2	2	6	1	5	-6.12266	-4.83236	-5.90842	-7.89821
28	2	1	12	3	2	1	5	-2.63716	-2.11677	-3.51207	-4.87821
29	2	4	1	2	2	1	5	-2.77717	-3.66939	-4.07478	-4.09391
30	4	7	10	4	1	7	1	-1.82565	-3.83531	-2.6267	-1.89507
31	10	1	16	19	10	5	7	-6.58343	-2.74434	-4.14631	-5.20467
32	1	2	3	4	5	9	3	-4.72785	-2.48736	-3.59088	-4.96453
33	2	4	1	2	2	1	5	-2.77717	-3.66939	-4.07478	-4.09391
34	2	4	1	2	2	1	5	-2.77717	-3.66939	-4.07478	-4.09391
35	2	4	1	2	2	1	5	-2.77717	-3.66939	-4.07478	-4.09391
36	4	7	10	4	1	7	1	-1.82565	-3.83531	-2.6267	-1.89507
37	129	66	30	82	189	47	17	-3.24838	-4.91528	-5.30477	-4.11192
38	2	1	12	3	357	1	5	-7.51543	-7.02473	-5.95257	-8.14338
39	9	2	4	62	4	5	6	-3.71942	-5.25503	-5.63188	-6.73203
40	2	1	1	3	2	1	5	-4.63383	-3.78443	-5.98196	-7.32802
41	2	1	12	3	357	1	5	-7.51543	-7.02473	-5.95257	-8.14338
42	2	1	5	3	2	3	5	-4.25827	-3.24833	-5.22528	-4.76971
43	2	1	5	3	2	3	5	-4.25827	-3.24833	-5.22528	-4.76971
44	2	4	1	2	2	1	5	-2.77717	-3.66939	-4.07478	-4.09391
45	2	4	1	2	2	1	5	-2.77717	-3.66939	-4.07478	-4.09391
46	2	4	2	2	6	1	5	-6.12266	-4.83236	-5.90842	-7.89821
47	1	4	2	2	6	3	17	-4.73679	-2.44638	-4.39924	-5.61273
48	2	1	21	3	2	1	5	-2.94442	-2.48963	-4.19682	-4.52068
49	2	1	2	3	2	3	5	-3.75715	-7.39327	-6.69118	-6.99879
50	2	1	21	3	2	1	5	-2.94442	-2.48963	-4.19682	-4.52068
51	7	17	2	15	23	3	12	-6.90267	-10.6882	-9.84453	-10.1481
52	2	4	1	2	7	1	5	-2.30472	-6.07248	-5.19192	-5.16217
53	9	2	4	62	4	5	6	-3.71942	-5.25503	-5.63188	-6.73203
