Isolate	Loci0	Loci1	Loci2	Loci3	Loci4	Loci5	Loci6	Source0	Source1	Source2	Source3
0	1	2	3	4	5	9	3	-4.70135	-2.47185	-3.57248	-5.19952
1	4	7	10	4	1	7	1	-1.81174	-3.74941	-2.6558	-1.91669
2	2	4	1	2	2	1	5	-2.76364	-3.6135	-4.15743	-4.11478
3	2	4	1	2	2	1	5	-2.76364	-3.6135	-4.15743	-4.11478
4	9	25	2	10	22	3	6	-4.45184	-7.49539	-6.07162	-4.3389
5	4	7	10	4	1	7	1	-1.81174	-3.74941	-2.6558	-1.91669
6	4	7	10	4	1	7	1	-1.81174	-3.74941	-2.6558	-1.91669
7	4	7	10	4	42	51	1	-2.91209	-4.57065	-4.93675	-3.77264
8	2	4	1	2	2	1	5	-2.76364	-3.6135	-4.15743	-4.11478
9	10	81	50	99	120	76	52	-6.69029	-6.40273	-5.28499	-5.18696
10	2	1	21	3	2	1	5	-2.92859	-2.46876	-4.33883	-4.54952
11	2	1	21	3	2	1	5	-2.92859	-2.46876	-4.33883	-4.54952
12	9	25	2	10	22	3	6	-4.45184	-7.49539	-6.07162	-4.3389
13	2	1	21	3	2	1	5	-2.92859	-2.46876	-4.33883	-4.54952
14	10	27	16	19	10	5	7	-21.4034	-13.0388	-15.8191	-18.016
15	2	4	1	2	2	1	5	-2.76364	-3.6135	-4.15743	-4.11478
16	2	4	1	2	2	1	5	-2.76364	-3.6135	-4.15743	-4.11478
17	9	2	4	62	4	5	6	-3.69665	-5.14244	-5.81872	-6.62654
18	9	53	2	53	11	3	3	-31.2515	-30.5177	-27.7155	-24.4458
19	2	4	1	2	2	1	5	-2.76364	-3.6135	-4.15743	-4.11478
20	2	4	1	2	2	1	5	-2.76364	-3.6135	-4.15743	-4.11478
21	4	7	10	4	1	7	1	-1.81174	-3.74941	-2.6558	-1.91669
22	2	4	1	2	2	1	5	-2.76364	-3.6135	-4.15743	-4.11478
23	1	4	2	2	6	3	17	-4.71665	-2.43167	-4.45924	-5.80988
24	4	7	10	4	1	7	1	-1.81174	-3.74941	-2.6558	-1.91669
25	2	1	21	3	2	1	5	-2.92859	-2.46876	-4.33883	-4.54952
26	8	10	2	2	11	12	6	-3.93377	-7.01603	-7.71332	-6.96443
27	2	4	2	2	6	1	5	-6.10262	-4.8156	-5.90383	-8.27855
28	2	1	12	3	2	1	5	-2.62045	-2.0965	-3.58091	-4.97771
29	2	4	1	2	2	1	5	-2.76364	-3.6135	-4.15743	-4.11478
30	4	7	10	4	1	7	1	-1.81174	-3.74941	-2.6558	-1.91669
31	10	1	16	19	10	5	7	-6.55707	-2.73125	-4.13765	-5.39711
32	1	2	3	4	5	9	3	-4.70135	-2.47185	-3.57248	-5.19952
33	2	4	1	2	2	1	5	-2.76364	-3.6135	-4.15743	-4.11478
34	2	4	1	2	2	1	5	-2.76364	-3.6135	-4.15743	-4.11478
35	2	4	1	2	2	1	5	-2.76364	-3.6135	-4.15743	-4.11478
36	4	7	10	4	1	7	1	-1.81174	-3.74941	-2.6558	-1.91669
37	129	66	30	82	189	47	17	-3.22843	-4.81434	-5.58841	-4.12114
38	2	1	12	3	357	1	5	-6.63459	-7.43211	-7.3836	-7.59315
39	9	2	4	62	4	5	6	-3.69665	-5.14244	-5.81872	-6.62654
40	2	1	1	3	2	1	5	-4.62582	-3.76782	-6.19583	-7.35446
41	2	1	12	3	357	1	5	-6.63459	-7.43211	-7.3836	-7.59315
42	2	1	5	3	2	3	5	-4.24419	-3.23487	-5.37978	-4.80398
43	2	1	5	3	2	3	5	-4.24419	-3.23487	-5.37978	-4.80398
44	2	4	1	2	2	1	5	-2.76364	-3.6135	-4.15743	-4.11478
45	2	4	1	2	2	1	5	-2.76364	-3.6135	-4.15743	-4.11478
46	2	4	2	2	6	1	5	-6.10262	-4.8156	-5.90383	-8.27855
47	1	4	2	2	6	3	17	-4.71665	-2.43167	-4.45924	-5.80988
48	2	1	21	3	2	1	5	-2.92859	-2.46876	-4.33883	-4.54952
49	2	1	2	3	2	3	5	-3.73954	-6.78583	-7.5097	-6.75462
50	2	1	21	3	2	1	5	-2.92859	-2.46876	-4.33883	-4.54952
51	7	17	2	15	23	3	12	-6.87959	-9.99302	-10.6642	-9.91122
52	2	4	1	2	7	1	5	-2.28851	-5.39383	-5.94849	-5.00057
53	9	2	4	62	4	5	6	-3.69665	-5.14244	-5.81872	-6.62654
54	2	4	1	2	7	1	5	-2.28851	-5.39383	-5.94849	-5.00057
55	9	2	4	62	4	5	6	-3.69665	-5.14244	-5.81872	-6.62654
56	2	1	12	88	2	1	5	-3.94748	-3.40914	-5.62814	-5.34643
57	2	1	5	3	2	3	5	-4.24419	-3.23487	-5.37978	-4.80398
58	2	4	1	2	2	1	5	-2.76364	-3.6135	-4.15743	-4.11478
59	9	2	4	62	4	5	6	-3.69665	-5.14244	-5.81872	-6.62654
60	2	1	5	3	2	3	5	-4.24419	-3.23487	-5.37978	-4.80398
61	2	4	1	2	2	1	5	-2.76364	-3.6135	-4.15743	-4.11478
62	2	4	1	2	2	1	5	-2.76364	-3.6135	-4.15743	-4.11478
63	2	4	1	2	2	1	5	-2.76364	-3.6135	-4.15743	-4.11478
64	2	4	1	2	2	1	5	-2.76364	-3.6135	-4.15743	-4.11478
65	2	4	1	2	2	1	5	-2.76364	-3.6135	-4.15743	-4.11478
66	2	4	1	2	2	1	5	-2.76364	-3.6135	-4.15743	-4.11478
