Isolate	Loci0	Loci1	Loci2	Loci3	Loci4	Loci5	Loci6	Source0	Source1	Source2	Source3
0	1	2	3	4	5	9	3	-4.68496	-2.50644	-3.57974	-4.97417
1	4	7	10	4	1	7	1	-1.81007	-3.69348	-2.63731	-1.96857
2	2	4	1	2	2	1	5	-2.76885	-3.64063	-4.08725	-4.15633
3	2	4	1	2	2	1	5	-2.76885	-3.64063	-4.08725	-4.15633
4	9	25	2	10	22	3	6	-4.4456	-7.20067	-6.03748	-4.40725
5	4	7	10	4	1	7	1	-1.81007	-3.69348	-2.63731	-1.96857
6	4	7	10	4	1	7	1	-1.81007	-3.69348	-2.63731	-1.96857
7	4	7	10	4	42	51	1	-2.91556	-4.57447	-4.81638	-3.84805
8	2	4	1	2	2	1	5	-2.76885	-3.64063	-4.08725	-4.15633
9	10	81	50	99	120	76	52	-6.65343	-6.38545	-5.30134	-5.19701
10	2	1	21	3	2	1	5	-2.9302	-2.50161	-4.27059	-4.58641
11	2	1	21	3	2	1	5	-2.9302	-2.50161	-4.27059	-4.58641
12	9	25	2	10	22	3	6	-4.4456	-7.20067	-6.03748	-4.40725
13	2	1	21	3	2	1	5	-2.9302	-2.50161	-4.27059	-4.58641
14	10	27	16	19	10	5	7	-20.9472	-13.0204	-15.9951	-17.6533
15	2	4	1	2	2	1	5	-2.76885	-3.64063	-4.08725	-4.15633
16	2	4	1	2	2	1	5	-2.76885	-3.64063	-4.08725	-4.15633
17	9	2	4	62	4	5	6	-3.70607	-5.17912	-5.65042	-6.71314
18	9	53	2	53	11	3	3	-30.2252	-26.7658	-24.9454	-23.8065
19	2	4	1	2	2	1	5	-2.76885	-3.64063	-4.08725	-4.15633
20	2	4	1	2	2	1	5	-2.76885	-3.64063	-4.08725	-4.15633
21	4	7	10	4	1	7	1	-1.81007	-3.69348	-2.63731	-1.96857
22	2	4	1	2	2	1	5	-2.76885	-3.64063	-4.08725	-4.15633
23	1	4	2	2	6	3	17	-4.68971	-2.46628	-4.46176	-5.67093
