Isolate	Loci0	Loci1	Loci2	Loci3	Loci4	Loci5	Loci6	Source0	Source1	Source2	Source3
0	1	2	3	4	5	9	3	-4.59097	-2.47653	-3.56174	-4.85799
1	4	7	10	4	1	7	1	-1.83255	-3.73895	-2.6356	-1.9819
2	2	4	1	2	2	1	5	-2.78098	-3.62723	-4.11134	-4.14918
3	2	4	1	2	2	1	5	-2.78098	-3.62723	-4.11134	-4.14918
4	9	25	2	10	22	3	6	-4.47535	-7.57818	-5.91477	-4.41438
5	4	7	10	4	1	7	1	-1.83255	-3.73895	-2.6356	-1.9819
6	4	7	10	4	1	7	1	-1.83255	-3.73895	-2.6356	-1.9819
7	4	7	10	4	42	51	1	-2.93384	-4.60138	-4.79674	-3.85755
8	2	4	1	2	2	1	5	-2.78098	-3.62723	-4.11134	-4.14918
9	10	81	50	99	120	76	52	-6.67841	-6.34782	-5.31966	-5.1982
10	2	1	21	3	2	1	5	-2.93022	-2.48267	-4.17985	-4.51785
11	2	1	21	3	2	1	5	-2.93022	-2.48267	-4.17985	-4.51785
12	9	25	2	10	22	3	6	-4.47535	-7.57818	-5.91477	-4.41438
13	2	1	21	3	2	1	5	-2.93022	-2.48267	-4.17985	-4.51785
14	10	27	16	19	10	5	7	-20.3991	-13.1085	-15.6529	-17.3067
15	2	4	1	2	2	1	5	-2.78098	-3.62723	-4.11134	-4.14918
16	2	4	1	2	2	1	5	-2.78098	-3.62723	-4.11134	-4.14918
17	9	2	4	62	4	5	6	-3.71847	-5.1677	-5.7373	-6.68105
18	9	53	2	53	11	3	3	-31.7946	-28.6052	-25.6005	-25.3416
19	2	4	1	2	2	1	5	-2.78098	-3.62723	-4.11134	-4.14918
20	2	4	1	2	2	1	5	-2.78098	-3.62723	-4.11134	-4.14918
21	4	7	10	4	1	7	1	-1.83255	-3.73895	-2.6356	-1.9819
22	2	4	1	2	2	1	5	-2.78098	-3.62723	-4.11134	-4.14918
23	1	4	2	2	6	3	17	-4.60604	-2.44185	-4.32215	-5.44762
24	4	7	10	4	1	7	1	-1.83255	-3.73895	-2.6356	-1.9819
25	2	1	21	3	2	1	5	-2.93022	-2.48267	-4.17985	-4.51785
