Isolate	Loci0	Loci1	Loci2	Loci3	Loci4	Loci5	Loci6	Source0	Source1	Source2	Source3
0	1	2	3	4	5	9	3	-4.65004	-2.47814	-3.50057	-4.97967
1	4	7	10	4	1	7	1	-1.82821	-3.73225	-2.69025	-1.93843
2	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
3	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
4	9	25	2	10	22	3	6	-4.46961	-7.37893	-6.1401	-4.36401
5	4	7	10	4	1	7	1	-1.82821	-3.73225	-2.69025	-1.93843
6	4	7	10	4	1	7	1	-1.82821	-3.73225	-2.69025	-1.93843
7	4	7	10	4	42	51	1	-2.93255	-4.57973	-4.97451	-3.82352
8	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
9	10	81	50	99	120	76	52	-6.66444	-6.38397	-5.30053	-5.15242
10	2	1	21	3	2	1	5	-2.93972	-2.47793	-4.19202	-4.59633
11	2	1	21	3	2	1	5	-2.93972	-2.47793	-4.19202	-4.59633
12	9	25	2	10	22	3	6	-4.46961	-7.37893	-6.1401	-4.36401
13	2	1	21	3	2	1	5	-2.93972	-2.47793	-4.19202	-4.59633
14	10	27	16	19	10	5	7	-20.5951	-13.1194	-15.4558	-18.2248
15	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
16	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
17	9	2	4	62	4	5	6	-3.7201	-5.16616	-5.83453	-6.81531
18	9	53	2	53	11	3	3	-30.1462	-28.9266	-27.234	-24.9184
19	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
20	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
21	4	7	10	4	1	7	1	-1.82821	-3.73225	-2.69025	-1.93843
22	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
23	1	4	2	2	6	3	17	-4.66947	-2.4382	-4.26052	-5.71084
24	4	7	10	4	1	7	1	-1.82821	-3.73225	-2.69025	-1.93843
25	2	1	21	3	2	1	5	-2.93972	-2.47793	-4.19202	-4.59633
26	8	10	2	2	11	12	6	-3.95864	-7.11816	-8.01958	-7.33576
27	2	4	2	2	6	1	5	-6.09698	-4.82377	-5.8364	-7.89315
28	2	1	12	3	2	1	5	-2.63092	-2.10644	-3.48267	-4.94803
29	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
30	4	7	10	4	1	7	1	-1.82821	-3.73225	-2.69025	-1.93843
31	10	1	16	19	10	5	7	-6.25959	-2.73705	-4.0329	-5.24198
32	1	2	3	4	5	9	3	-4.65004	-2.47814	-3.50057	-4.97967
33	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
34	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
35	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
36	4	7	10	4	1	7	1	-1.82821	-3.73225	-2.69025	-1.93843
37	129	66	30	82	189	47	17	-3.24986	-4.82311	-5.62642	-4.16838
38	2	1	12	3	357	1	5	-6.4264	-6.56843	-7.06326	-7.33852
39	9	2	4	62	4	5	6	-3.7201	-5.16616	-5.83453	-6.81531
40	2	1	1	3	2	1	5	-4.63022	-3.77722	-5.92519	-7.53163
41	2	1	12	3	357	1	5	-6.4264	-6.56843	-7.06326	-7.33852
42	2	1	5	3	2	3	5	-4.24517	-3.24187	-5.17409	-4.83557
43	2	1	5	3	2	3	5	-4.24517	-3.24187	-5.17409	-4.83557
44	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
45	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
46	2	4	2	2	6	1	5	-6.09698	-4.82377	-5.8364	-7.89315
47	1	4	2	2	6	3	17	-4.66947	-2.4382	-4.26052	-5.71084
48	2	1	21	3	2	1	5	-2.93972	-2.47793	-4.19202	-4.59633
49	2	1	2	3	2	3	5	-3.76324	-6.88894	-7.81431	-7.13162
50	2	1	21	3	2	1	5	-2.93972	-2.47793	-4.19202	-4.59633
51	7	17	2	15	23	3	12	-6.90495	-10.0955	-10.9739	-10.2817
52	2	4	1	2	7	1	5	-2.31174	-5.49302	-6.22402	-5.26685
53	9	2	4	62	4	5	6	-3.7201	-5.16616	-5.83453	-6.81531
54	2	4	1	2	7	1	5	-2.31174	-5.49302	-6.22402	-5.26685
55	9	2	4	62	4	5	6	-3.7201	-5.16616	-5.83453	-6.81531
56	2	1	12	88	2	1	5	-3.95778	-3.41766	-5.41695	-5.40703
57	2	1	5	3	2	3	5	-4.24517	-3.24187	-5.17409	-4.83557
58	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
59	9	2	4	62	4	5	6	-3.7201	-5.16616	-5.83453	-6.81531
60	2	1	5	3	2	3	5	-4.24517	-3.24187	-5.17409	-4.83557
61	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
62	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
63	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
64	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
65	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
66	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
67	1	2	215	4	90	24	8	-29.4986	-29.4083	-24.3394	-20.4261
68	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
69	1	2	3	4	5	9	3	-4.65004	-2.47814	-3.50057	-4.97967
70	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
71	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
72	9	25	2	10	22	3	6	-4.46961	-7.37893	-6.1401	-4.36401
73	2	15	4	48	360	25	23	-6.66943	-8.85189	-5.76354	-4.90681
74	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
75	2	1	12	88	2	1	5	-3.95778	-3.41766	-5.41695	-5.40703
76	2	4	2	2	6	1	5	-6.09698	-4.82377	-5.8364	-7.89315
77	10	1	16	19	10	5	7	-6.25959	-2.73705	-4.0329	-5.24198
78	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
79	2	1	12	3	2	1	5	-2.63092	-2.10644	-3.48267	-4.94803
80	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
81	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
82	1	4	2	2	6	3	17	-4.66947	-2.4382	-4.26052	-5.71084
83	10	1	16	19	10	5	7	-6.25959	-2.73705	-4.0329	-5.24198
84	8	10	149	2	11	12	6	-4.887	-3.95672	-5.47161	-7.33857
85	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
86	2	4	1	2	7	1	5	-2.31174	-5.49302	-6.22402	-5.26685
87	32	39	30	82	104	324	17	-8.32576	-4.66482	-6.85647	-9.2894
88	1	2	3	4	5	9	3	-4.65004	-2.47814	-3.50057	-4.97967
89	2	1	5	3	2	3	5	-4.24517	-3.24187	-5.17409	-4.83557
90	2	4	1	2	2	1	5	-2.78156	-3.62618	-4.15346	-4.14241
91	2	4	1	2	7	1	5	-2.31174	-5.49302	-6.22402	-5.26685
92	4	7	10	4	1	7	1	-1.82821	-3.73225	-2.69025	-1.93843
93	2	1	2	3	2	3	5	-3.76324	-6.88894	-7.81431	-7.13162
94	2	1	12	3	2	1	5	-2.63092	-2.10644	-3.48267	-4.94803
95	2	1	21	3	2	1	5	-2.93972	-2.47793	-4.19202	-4.59633
96	2	1	21	3	2	1	5	-2.93972	-2.47793	-4.19202	-4.59633
97	9	2	5	2	11	3	1	-29.8044	-32.2229	-28.691	-26.5096
98	4	7	10	4	1	7	1	-1.82821	-3.73225	-2.69025	-1.93843
99	2	1	2	3	2	3	5	-3.76324	-6.88894	-7.81431	-7.13162
100	2	1	21	3	2	1	5	-2.93972	-2.47793	-4.19202	-4.59633
101	4	7	10	4	1	7	1	-1.82821	-3.73225	-2.69025	-1.93843
102	2	1	21	3	2	1	5	-2.93972	-2.47793	-4.19202	-4.59633
103	1	4	2	2	6	3	17	-4.66947	-2.4382	-4.26052	-5.71084
104	2	4	5	2	10	1	5	-6.89856	-10.081	-10.9573	-10.2719
105	2	1	12	88	2	1	5	-3.95778	-3.41766	-5.41695	-5.40703
106	9	2	4	62	4	5	6	-3.7201	-5.16616	-5.83453	-6.81531
