"ST","ASP","GLN","GLT","GLY","PGM","TKT","UNC","Source","Location","Intervention"
45,4,7,10,4,1,7,1,"Ruminants",NA,NA
257,9,2,4,62,4,5,6,"Ruminants",NA,NA
177,17,2,8,5,8,2,4,"Ruminants",NA,NA
3792,9,316,4,62,4,5,6,"Ruminants",NA,NA
53,2,1,21,3,2,1,5,"Ruminants",NA,NA
4337,2,1,1,380,2,1,5,"Ruminants",NA,NA
4336,1,350,5,332,261,293,3,"Water",NA,NA
2538,35,2,8,51,361,2,21,"Water",NA,NA
2233,2,1,21,3,2,7,5,"Water",NA,NA
3845,1,6,216,282,261,346,3,"Water",NA,NA
4336,1,350,5,332,261,293,3,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
42,1,2,3,4,5,9,3,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
4336,1,350,5,332,261,293,3,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
42,1,2,3,4,5,9,3,"Water",NA,NA
474,2,4,1,2,2,1,5,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
61,1,4,2,2,6,3,17,"Water",NA,NA
42,1,2,3,4,5,9,3,"Water",NA,NA
4336,1,350,5,332,261,293,3,"Water",NA,NA
4336,1,350,5,332,261,293,3,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
53,2,1,21,3,2,1,5,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
4336,1,350,5,332,261,293,3,"Water",NA,NA
3845,1,6,216,282,261,346,3,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
2026,10,1,16,19,10,5,7,"Water",NA,NA
2026,10,1,16,19,10,5,7,"Water",NA,NA
2026,10,1,16,19,10,5,7,"Water",NA,NA
3845,1,6,216,282,261,346,3,"Water",NA,NA
50,2,1,12,3,2,1,5,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
50,2,1,12,3,2,1,5,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
4336,1,350,5,332,261,293,3,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
45,4,7,10,4,1,7,1,"Water",NA,NA
3845,1,6,216,282,261,346,3,"Water",NA,NA
4336,1,350,5,332,261,293,3,"Water",NA,NA
474,2,4,1,2,2,1,5,"Water",NA,NA
4336,1,350,5,332,261,293,3,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
10025,1,350,5,332,261,1,3,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
42,1,2,3,4,5,9,3,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
42,1,2,3,4,5,9,3,"Water",NA,NA
45,4,7,10,4,1,7,1,"Water",NA,NA
4336,1,350,5,332,261,293,3,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
4491,175,6,216,332,261,7,262,"Water",NA,NA
42,1,2,3,4,5,9,3,"Water",NA,NA
42,1,2,3,4,5,9,3,"Water",NA,NA
42,1,2,3,4,5,9,3,"Water",NA,NA
4336,1,350,5,332,261,293,3,"Water",NA,NA
2381,175,251,216,282,359,293,102,"Water",NA,NA
4336,1,350,5,332,261,293,3,"Water",NA,NA
3845,1,6,216,282,261,346,3,"Water",NA,NA
4336,1,350,5,332,261,293,3,"Water",NA,NA
4336,1,350,5,332,261,293,3,"Water",NA,NA
4336,1,350,5,332,261,293,3,"Water",NA,NA
4336,1,350,5,332,261,293,3,"Water",NA,NA
4336,1,350,5,332,261,293,3,"Water",NA,NA
45,4,7,10,4,1,7,1,"Water",NA,NA
4336,1,350,5,332,261,293,3,"Water",NA,NA
4336,1,350,5,332,261,293,3,"Water",NA,NA
4336,1,350,5,332,261,293,3,"Water",NA,NA
4336,1,350,5,332,261,293,3,"Water",NA,NA
4492,1,14,2,2,6,1,17,"Ruminants",NA,NA
53,2,1,21,3,2,1,5,"Ruminants",NA,NA
61,1,4,2,2,6,3,17,"Ruminants",NA,NA
61,1,4,2,2,6,3,17,"Ruminants",NA,NA
61,1,4,2,2,6,3,17,"Ruminants",NA,NA
61,1,4,2,2,6,3,17,"Ruminants",NA,NA
61,1,4,2,2,6,3,17,"Ruminants",NA,NA
61,1,4,2,2,6,3,17,"Ruminants",NA,NA
50,2,1,12,3,2,1,5,"Ruminants",NA,NA
42,1,2,3,4,5,9,3,"Ruminants",NA,NA
474,2,4,1,2,2,1,5,"Ruminants",NA,NA
21,2,1,1,3,2,1,5,"Ruminants",NA,NA
50,2,1,12,3,2,1,5,"Ruminants",NA,NA
50,2,1,12,3,2,1,5,"Ruminants",NA,NA
21,2,1,1,3,2,1,5,"Ruminants",NA,NA
61,1,4,2,2,6,3,17,"Ruminants",NA,NA
61,1,4,2,2,6,3,17,"Ruminants",NA,NA
61,1,4,2,2,6,3,17,"Ruminants",NA,NA
3222,33,283,44,82,189,44,17,"Ruminants",NA,NA
50,2,1,12,3,2,1,5,"Ruminants",NA,NA
50,2,1,12,3,2,1,5,"Ruminants",NA,NA
53,2,1,21,3,2,1,5,"Ruminants",NA,NA
520,2,1,12,88,2,1,5,"Ruminants",NA,NA
53,2,1,21,3,2,1,5,"Ruminants",NA,NA
53,2,1,21,3,2,1,5,"Ruminants",NA,NA
53,2,1,21,3,2,1,5,"Ruminants",NA,NA
53,2,1,21,3,2,1,5,"Ruminants",NA,NA
53,2,1,21,3,2,1,5,"Ruminants",NA,NA
3222,33,283,44,82,189,44,17,"Ruminants",NA,NA
50,2,1,12,3,2,1,5,"Ruminants",NA,NA
21,2,1,1,3,2,1,5,"Ruminants",NA,NA
21,2,1,1,3,2,1,5,"Ruminants",NA,NA
50,2,1,12,3,2,1,5,"Ruminants",NA,NA
50,2,1,12,3,2,1,5,"Ruminants",NA,NA
50,2,1,12,3,2,1,5,"Ruminants",NA,NA
53,2,1,21,3,2,1,5,"Ruminants",NA,NA
53,2,1,21,3,2,1,5,"Ruminants",NA,NA
53,2,1,21,3,2,1,5,"Ruminants",NA,NA
3222,33,283,44,82,189,44,17,"Ruminants",NA,NA
4493,33,283,44,82,189,414,17,"Ruminants",NA,NA
50,2,1,12,3,2,1,5,"Ruminants",NA,NA
53,2,1,21,3,2,1,5,"Ruminants",NA,NA
21,2,1,1,3,2,1,5,"Ruminants",NA,NA
21,2,1,1,3,2,1,5,"Ruminants",NA,NA
53,2,1,21,3,2,1,5,"Ruminants",NA,NA
61,1,4,2,2,6,3,17,"Ruminants",NA,NA
53,2,1,21,3,2,1,5,"Ruminants",NA,NA
4494,1,4,2,2,496,3,17,"Ruminants",NA,NA
53,2,1,21,3,2,1,5,"Ruminants",NA,NA
3675,237,2,254,340,435,349,256,"Water",NA,NA
677,10,81,50,99,120,76,52,"Water",NA,NA
4342,237,306,254,340,433,410,288,"Water",NA,NA
4495,237,306,254,340,433,349,290,"Water",NA,NA
53,2,1,21,3,2,1,5,"Water",NA,NA
3675,237,2,254,340,435,349,256,"Water",NA,NA
2378,2,15,4,48,356,25,23,"Water",NA,NA
2378,2,15,4,48,356,25,23,"Water",NA,NA
1324,99,128,91,125,170,146,111,"Water",NA,NA
43,2,1,5,3,4,1,5,"Water",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
190,2,1,5,3,2,3,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
3725,37,1,57,26,107,29,35,"Other",NA,NA
4510,2,52,57,26,74,29,6,"Other",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
190,2,1,5,3,2,3,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
61,1,4,2,2,6,3,17,"Poultry",NA,NA
61,1,4,2,2,6,3,17,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
42,1,2,3,4,5,9,3,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
1517,8,10,149,2,11,12,6,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
3609,2,4,12,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
3609,2,4,12,2,7,1,5,"Poultry",NA,NA
1517,8,10,149,2,11,12,6,"Poultry",NA,NA
1326,104,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
3711,1,2,4,62,4,5,17,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
2389,37,253,75,48,126,25,3,"Poultry",NA,NA
5651,4,7,10,457,1,7,1,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
356,14,17,5,2,11,3,6,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
356,14,17,5,2,11,3,6,"Poultry",NA,NA
451,2,1,2,3,2,3,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
1326,104,7,10,4,1,7,1,"Poultry",NA,NA
52,9,25,2,10,22,3,6,"Poultry",NA,NA
1326,104,7,10,4,1,7,1,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
10009,129,66,30,82,189,965,17,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
25,4,7,10,1,1,7,1,"Poultry",NA,NA
38,2,4,2,2,6,1,5,"Poultry",NA,NA
38,2,4,2,2,6,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
658,2,4,2,4,19,3,6,"Poultry",NA,NA
1326,104,7,10,4,1,7,1,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
3072,33,39,30,82,104,173,68,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
42,1,2,3,4,5,9,3,"Poultry",NA,NA
2389,37,253,75,48,126,25,3,"Poultry",NA,NA
451,2,1,2,3,2,3,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
2389,37,253,75,48,126,25,3,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
451,2,1,2,3,2,3,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
2389,37,253,75,48,126,25,3,"Poultry",NA,NA
2389,37,253,75,48,126,25,3,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
10084,4,957,10,4,1,7,1,"Poultry",NA,NA
3609,2,4,12,2,7,1,5,"Poultry",NA,NA
520,2,1,12,88,2,1,5,"Poultry",NA,NA
854,33,38,30,82,104,43,17,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
854,33,38,30,82,104,43,17,"Poultry",NA,NA
1326,104,7,10,4,1,7,1,"Poultry",NA,NA
1326,104,7,10,4,1,7,1,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
3721,8,10,149,2,1,12,6,"Poultry",NA,NA
10074,33,39,65,79,954,77,17,"Poultry",NA,NA
1326,104,7,10,4,1,7,1,"Poultry",NA,NA
10073,33,39,65,79,953,77,17,"Poultry",NA,NA
1326,104,7,10,4,1,7,1,"Poultry",NA,NA
451,2,1,2,3,2,3,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
2991,2,7,10,4,1,1,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
1326,104,7,10,4,1,7,1,"Poultry",NA,NA
1326,104,7,10,4,1,7,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
451,2,1,2,3,2,3,5,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
51,7,17,2,15,23,3,12,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
10078,4,7,10,3,42,1,1,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
1326,104,7,10,4,1,7,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
658,2,4,2,4,19,3,6,"Poultry",NA,NA
451,2,1,2,3,2,3,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
535,9,30,2,2,89,59,6,"Poultry",NA,NA
21,2,1,1,3,2,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
1326,104,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
451,2,1,2,3,2,3,5,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
257,9,2,4,62,4,5,6,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
21,2,1,1,3,2,1,5,"Poultry",NA,NA
21,2,1,1,3,2,1,5,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
61,1,4,2,2,6,3,17,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
21,2,1,1,3,2,1,5,"Poultry",NA,NA
3105,7,276,5,2,135,68,26,"Poultry",NA,NA
21,2,1,1,3,2,1,5,"Poultry",NA,NA
3105,7,276,5,2,135,68,26,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
451,2,1,2,3,2,3,5,"Poultry",NA,NA
2584,2,1,57,26,127,29,35,"Poultry",NA,NA
21,2,1,1,3,2,1,5,"Poultry",NA,NA
21,2,1,1,3,2,1,5,"Poultry",NA,NA
1033,2,61,4,64,126,7,23,"Poultry",NA,NA
520,2,1,12,88,2,1,5,"Poultry",NA,NA
520,2,1,12,88,2,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
520,2,1,12,88,2,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
451,2,1,2,3,2,3,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
535,9,30,2,2,89,59,6,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
451,2,1,2,3,2,3,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
486,2,2,1,2,2,1,5,"Poultry",NA,NA
451,2,1,2,3,2,3,5,"Poultry",NA,NA
486,2,2,1,2,2,1,5,"Poultry",NA,NA
486,2,2,1,2,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
1033,2,61,4,64,126,7,23,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
486,2,2,1,2,2,1,5,"Poultry",NA,NA
486,2,2,1,2,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
190,2,1,5,3,2,3,5,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
3105,7,276,5,2,135,68,26,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
451,2,1,2,3,2,3,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
4009,33,39,65,79,104,77,17,"Poultry",NA,NA
190,2,1,5,3,2,3,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
4337,2,1,1,380,2,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
354,8,10,2,2,11,12,6,"Poultry",NA,NA
520,2,1,12,88,2,1,5,"Poultry",NA,NA
520,2,1,12,88,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
4337,2,1,1,380,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
451,2,1,2,3,2,3,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
1900,7,4,2,2,19,1,6,"Poultry",NA,NA
520,2,1,12,88,2,1,5,"Poultry",NA,NA
1900,7,4,2,2,19,1,6,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
10072,33,39,65,79,952,77,17,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
451,2,1,2,3,2,3,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
10045,2,1,960,26,951,68,35,"Poultry",NA,NA
10044,2,1,959,26,950,68,35,"Poultry",NA,NA
4009,33,39,65,79,104,77,17,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
4009,33,39,65,79,104,77,17,"Poultry",NA,NA
257,9,2,4,62,4,5,6,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
451,2,1,2,3,2,3,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
535,9,30,2,2,89,59,6,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
535,9,30,2,2,89,59,6,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
227,2,4,5,2,2,1,5,"Poultry",NA,NA
825,33,39,30,82,113,47,17,"Poultry",NA,NA
10071,33,39,65,79,949,77,17,"Poultry",NA,NA
1590,33,39,65,79,104,43,17,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
1517,8,10,149,2,11,12,6,"Poultry",NA,NA
3609,2,4,12,2,7,1,5,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
1590,33,39,65,79,104,43,17,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
10070,33,39,65,79,948,77,17,"Poultry",NA,NA
10069,33,39,65,79,947,77,17,"Poultry",NA,NA
10068,33,39,65,79,946,77,17,"Poultry",NA,NA
3609,2,4,12,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
1590,33,39,65,79,104,43,17,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
1590,33,39,65,79,104,43,17,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
21,2,1,1,3,2,1,5,"Poultry",NA,NA
3105,7,276,5,2,135,68,26,"Poultry",NA,NA
257,9,2,4,62,4,5,6,"Poultry",NA,NA
3105,7,276,5,2,135,68,26,"Poultry",NA,NA
1590,33,39,65,79,104,43,17,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
1590,33,39,65,79,104,43,17,"Poultry",NA,NA
854,33,38,30,82,104,43,17,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
854,33,38,30,82,104,43,17,"Poultry",NA,NA
535,9,30,2,2,89,59,6,"Poultry",NA,NA
535,9,30,2,2,89,59,6,"Poultry",NA,NA
257,9,2,4,62,4,5,6,"Poultry",NA,NA
1517,8,10,149,2,11,12,6,"Poultry",NA,NA
1590,33,39,65,79,104,43,17,"Poultry",NA,NA
2256,33,39,30,79,189,47,17,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
2256,33,39,30,79,189,47,17,"Poultry",NA,NA
854,33,38,30,82,104,43,17,"Poultry",NA,NA
1590,33,39,65,79,104,43,17,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
