"ST","ASP","GLN","GLT","GLY","PGM","TKT","UNC","Source","Location","Intervention"
3609,2,4,12,2,7,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
520,2,1,12,88,2,1,5,"Poultry",NA,NA
354,8,10,2,2,11,12,6,"Poultry",NA,NA
2256,33,39,30,79,189,47,17,"Poultry",NA,NA
2350,2,4,1,2,2,5,5,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
696,2,1,4,28,58,25,58,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
1517,8,10,149,2,11,12,6,"Poultry",NA,NA
825,33,39,30,82,113,47,17,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
3609,2,4,12,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
2256,33,39,30,79,189,47,17,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
3230,33,39,30,322,104,85,17,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
3230,33,39,30,322,104,85,17,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
825,33,39,30,82,113,47,17,"Poultry",NA,NA
257,9,2,4,62,4,5,6,"Poultry",NA,NA
4009,33,39,65,79,104,77,17,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
3609,2,4,12,2,7,1,5,"Poultry",NA,NA
354,8,10,2,2,11,12,6,"Poultry",NA,NA
354,8,10,2,2,11,12,6,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
354,8,10,2,2,11,12,6,"Poultry",NA,NA
257,9,2,4,62,4,5,6,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
3230,33,39,30,322,104,85,17,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
354,8,10,2,2,11,12,6,"Poultry",NA,NA
356,14,17,5,2,11,3,6,"Poultry",NA,NA
1590,33,39,65,79,104,43,17,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
354,8,10,2,2,11,12,6,"Poultry",NA,NA
10086,8,1,57,26,127,29,35,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
354,8,10,2,2,11,12,6,"Poultry",NA,NA
3105,7,276,5,2,135,68,26,"Poultry",NA,NA
354,8,10,2,2,11,12,6,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
3105,7,276,5,2,135,68,26,"Poultry",NA,NA
3105,7,276,5,2,135,68,26,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
2343,2,4,5,2,10,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
6964,7,2,2,2,11,12,6,"Poultry",NA,NA
6964,7,2,2,2,11,12,6,"Poultry",NA,NA
2256,33,39,30,79,189,47,17,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
354,8,10,2,2,11,12,6,"Poultry",NA,NA
354,8,10,2,2,11,12,6,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
4500,2,29,296,48,131,25,57,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
6964,7,2,2,2,11,12,6,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
6964,7,2,2,2,11,12,6,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
354,8,10,2,2,11,12,6,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
6964,7,2,2,2,11,12,6,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
10031,1,7,10,92,1,7,1,"Poultry",NA,NA
10080,4,7,10,92,1,7,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
585,69,74,61,6,97,89,48,"Poultry",NA,NA
535,9,30,2,2,89,59,6,"Poultry",NA,NA
354,8,10,2,2,11,12,6,"Poultry",NA,NA
3609,2,4,12,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
6964,7,2,2,2,11,12,6,"Poultry",NA,NA
354,8,10,2,2,11,12,6,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
3792,9,316,4,62,4,5,6,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
257,9,2,4,62,4,5,6,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
354,8,10,2,2,11,12,6,"Poultry",NA,NA
6964,7,2,2,2,11,12,6,"Poultry",NA,NA
1590,33,39,65,79,104,43,17,"Poultry",NA,NA
6964,7,2,2,2,11,12,6,"Poultry",NA,NA
3105,7,276,5,2,135,68,26,"Poultry",NA,NA
3105,7,276,5,2,135,68,26,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
4009,33,39,65,79,104,77,17,"Poultry",NA,NA
6964,7,2,2,2,11,12,6,"Poultry",NA,NA
6964,7,2,2,2,11,12,6,"Poultry",NA,NA
3105,7,276,5,2,135,68,26,"Poultry",NA,NA
3105,7,276,5,2,135,68,26,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
10067,33,39,65,79,945,77,17,"Poultry",NA,NA
10066,33,39,65,79,944,77,17,"Poultry",NA,NA
3105,7,276,5,2,135,68,26,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
3719,2,4,12,2,2,1,5,"Poultry",NA,NA
257,9,2,4,62,4,5,6,"Poultry",NA,NA
3105,7,276,5,2,135,68,26,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
257,9,2,4,62,4,5,6,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
6964,7,2,2,2,11,12,6,"Poultry",NA,NA
1517,8,10,149,2,11,12,6,"Poultry",NA,NA
257,9,2,4,62,4,5,6,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
1517,8,10,149,2,11,12,6,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
3609,2,4,12,2,7,1,5,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
3609,2,4,12,2,7,1,5,"Poultry",NA,NA
3609,2,4,12,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
3609,2,4,12,2,7,1,5,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
190,2,1,5,3,2,3,5,"Poultry",NA,NA
190,2,1,5,3,2,3,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
190,2,1,5,3,2,3,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
190,2,1,5,3,2,3,5,"Poultry",NA,NA
227,2,4,5,2,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
520,2,1,12,88,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
52,9,25,2,10,22,3,6,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
1818,4,7,10,4,2,7,1,"Poultry",NA,NA
21,2,1,1,3,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
257,9,2,4,62,4,5,6,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
677,10,81,50,99,120,76,52,"Poultry",NA,NA
3609,2,4,12,2,7,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
3093,2,1,21,3,2,3,5,"Poultry",NA,NA
520,2,1,12,88,2,1,5,"Poultry",NA,NA
25,4,7,10,1,1,7,1,"Poultry",NA,NA
25,4,7,10,1,1,7,1,"Poultry",NA,NA
3230,33,39,30,322,104,85,17,"Poultry",NA,NA
25,4,7,10,1,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
520,2,1,12,88,2,1,5,"Poultry",NA,NA
257,9,2,4,62,4,5,6,"Poultry",NA,NA
257,9,2,4,62,4,5,6,"Poultry",NA,NA
52,9,25,2,10,22,3,6,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
257,9,2,4,62,4,5,6,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
2397,184,39,30,82,113,43,17,"Poultry",NA,NA
3725,37,1,57,26,107,29,35,"Poultry",NA,NA
2397,184,39,30,82,113,43,17,"Poultry",NA,NA
2397,184,39,30,82,113,43,17,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
2397,184,39,30,82,113,43,17,"Poultry",NA,NA
2397,184,39,30,82,113,43,17,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
3726,37,253,4,48,126,25,3,"Poultry",NA,NA
3726,37,253,4,48,126,25,3,"Poultry",NA,NA
2391,2,15,4,48,360,25,23,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
520,2,1,12,88,2,1,5,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
42,1,2,3,4,5,9,3,"Poultry",NA,NA
42,1,2,3,4,5,9,3,"Poultry",NA,NA
520,2,1,12,88,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
42,1,2,3,4,5,9,3,"Poultry",NA,NA
42,1,2,3,4,5,9,3,"Poultry",NA,NA
52,9,25,2,10,22,3,6,"Poultry",NA,NA
354,8,10,2,2,11,12,6,"Poultry",NA,NA
257,9,2,4,62,4,5,6,"Poultry",NA,NA
52,9,25,2,10,22,3,6,"Poultry",NA,NA
10058,2,4,2,2,7,12,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
52,9,25,2,10,22,3,6,"Poultry",NA,NA
520,2,1,12,88,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
3717,2,1,21,3,62,1,5,"Poultry",NA,NA
3717,2,1,21,3,62,1,5,"Poultry",NA,NA
3717,2,1,21,3,62,1,5,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
257,9,2,4,62,4,5,6,"Poultry",NA,NA
257,9,2,4,62,4,5,6,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
52,9,25,2,10,22,3,6,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
1911,7,84,5,10,119,178,26,"Poultry",NA,NA
52,9,25,2,10,22,3,6,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
520,2,1,12,88,2,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
2397,184,39,30,82,113,43,17,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
354,8,10,2,2,11,12,6,"Poultry",NA,NA
2397,184,39,30,82,113,43,17,"Poultry",NA,NA
2397,184,39,30,82,113,43,17,"Poultry",NA,NA
2397,184,39,30,82,113,43,17,"Poultry",NA,NA
2397,184,39,30,82,113,43,17,"Poultry",NA,NA
3072,33,39,30,82,104,173,68,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
3711,1,2,4,62,4,5,17,"Poultry",NA,NA
190,2,1,5,3,2,3,5,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
52,9,25,2,10,22,3,6,"Poultry",NA,NA
2397,184,39,30,82,113,43,17,"Poultry",NA,NA
2397,184,39,30,82,113,43,17,"Poultry",NA,NA
2397,184,39,30,82,113,43,17,"Poultry",NA,NA
2397,184,39,30,82,113,43,17,"Poultry",NA,NA
2397,184,39,30,82,113,43,17,"Poultry",NA,NA
2397,184,39,30,82,113,43,17,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
2397,184,39,30,82,113,43,17,"Poultry",NA,NA
2397,184,39,30,82,113,43,17,"Poultry",NA,NA
257,9,2,4,62,4,5,6,"Poultry",NA,NA
3072,33,39,30,82,104,173,68,"Poultry",NA,NA
233,2,7,10,4,1,7,1,"Poultry",NA,NA
3072,33,39,30,82,104,173,68,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
2406,4,7,10,4,1,7,4,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
257,9,2,4,62,4,5,6,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
658,2,4,2,4,19,3,6,"Poultry",NA,NA
2397,184,39,30,82,113,43,17,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
451,2,1,2,3,2,3,5,"Poultry",NA,NA
354,8,10,2,2,11,12,6,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
3721,8,10,149,2,1,12,6,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
257,9,2,4,62,4,5,6,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
257,9,2,4,62,4,5,6,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
2535,10,2,107,62,120,76,1,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
3721,8,10,149,2,1,12,6,"Poultry",NA,NA
583,4,7,10,4,42,51,1,"Poultry",NA,NA
3105,7,276,5,2,135,68,26,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
2345,2,4,5,2,2,5,5,"Poultry",NA,NA
1340,17,5,9,5,8,2,4,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
520,2,1,12,88,2,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
52,9,25,2,10,22,3,6,"Poultry",NA,NA
52,9,25,2,10,22,3,6,"Poultry",NA,NA
992,2,59,4,27,126,29,23,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
992,2,59,4,27,126,29,23,"Poultry",NA,NA
190,2,1,5,3,2,3,5,"Poultry",NA,NA
696,2,1,4,28,58,25,58,"Poultry",NA,NA
190,2,1,5,3,2,3,5,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
696,2,1,4,28,58,25,58,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
45,4,7,10,4,1,7,1,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
3721,8,10,149,2,1,12,6,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
257,9,2,4,62,4,5,6,"Poultry",NA,NA
50,2,1,12,3,2,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
1581,129,66,30,82,189,47,17,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
53,2,1,21,3,2,1,5,"Poultry",NA,NA
190,2,1,5,3,2,3,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
48,2,4,1,2,7,1,5,"Poultry",NA,NA
474,2,4,1,2,2,1,5,"Poultry",NA,NA
