Isolate	Loci0	Loci1	Loci2	Loci3	Loci4	Loci5	Loci6	Source0	Source1	Source2	Source3
0	1	2	3	4	5	9	3	-4.5948	-2.47361	-3.67362	-5.07444
1	4	7	10	4	1	7	1	-1.85769	-3.80905	-2.62103	-1.93816
2	2	4	1	2	2	1	5	-2.80299	-3.65639	-4.14272	-4.14063
3	2	4	1	2	2	1	5	-2.80299	-3.65639	-4.14272	-4.14063
4	9	25	2	10	22	3	6	-4.50168	-7.67388	-5.87879	-4.3641
5	4	7	10	4	1	7	1	-1.85769	-3.80905	-2.62103	-1.93816
6	4	7	10	4	1	7	1	-1.85769	-3.80905	-2.62103	-1.93816
7	4	7	10	4	42	51	1	-2.95979	-4.66248	-4.78807	-3.80835
8	2	4	1	2	2	1	5	-2.80299	-3.65639	-4.14272	-4.14063
9	10	81	50	99	120	76	52	-6.71148	-6.35455	-5.32872	-5.18492
10	2	1	21	3	2	1	5	-2.94814	-2.48232	-4.37321	-4.56653
11	2	1	21	3	2	1	5	-2.94814	-2.48232	-4.37321	-4.56653
12	9	25	2	10	22	3	6	-4.50168	-7.67388	-5.87879	-4.3641
13	2	1	21	3	2	1	5	-2.94814	-2.48232	-4.37321	-4.56653
14	10	27	16	19	10	5	7	-19.5609	-12.949	-15.8843	-17.7033
15	2	4	1	2	2	1	5	-2.80299	-3.65639	-4.14272	-4.14063
16	2	4	1	2	2	1	5	-2.80299	-3.65639	-4.14272	-4.14063
17	9	2	4	62	4	5	6	-3.74902	-5.2354	-5.75496	-6.7365
18	9	53	2	53	11	3	3	-29.3724	-27.7672	-25.151	-24.2696
19	2	4	1	2	2	1	5	-2.80299	-3.65639	-4.14272	-4.14063
20	2	4	1	2	2	1	5	-2.80299	-3.65639	-4.14272	-4.14063
21	4	7	10	4	1	7	1	-1.85769	-3.80905	-2.62103	-1.93816
22	2	4	1	2	2	1	5	-2.80299	-3.65639	-4.14272	-4.14063
23	1	4	2	2	6	3	17	-4.59481	-2.43564	-4.59446	-5.70441
24	4	7	10	4	1	7	1	-1.85769	-3.80905	-2.62103	-1.93816
25	2	1	21	3	2	1	5	-2.94814	-2.48232	-4.37321	-4.56653
26	8	10	2	2	11	12	6	-3.98847	-7.6342	-7.14415	-7.15778
27	2	4	2	2	6	1	5	-6.08854	-4.82086	-5.99855	-8.04444
28	2	1	12	3	2	1	5	-2.63894	-2.10898	-3.64669	-4.94415
29	2	4	1	2	2	1	5	-2.80299	-3.65639	-4.14272	-4.14063
30	4	7	10	4	1	7	1	-1.85769	-3.80905	-2.62103	-1.93816
31	10	1	16	19	10	5	7	-5.97641	-2.73194	-4.25194	-5.30279
32	1	2	3	4	5	9	3	-4.5948	-2.47361	-3.67362	-5.07444
33	2	4	1	2	2	1	5	-2.80299	-3.65639	-4.14272	-4.14063
34	2	4	1	2	2	1	5	-2.80299	-3.65639	-4.14272	-4.14063
