Isolate	Loci0	Loci1	Loci2	Loci3	Loci4	Loci5	Loci6	Source0	Source1	Source2	Source3
0	1	2	3	4	5	9	3	-4.54667	-2.46774	-3.59991	-4.96297
1	4	7	10	4	1	7	1	-1.84696	-3.83618	-2.65235	-1.90669
2	2	4	1	2	2	1	5	-2.79549	-3.63743	-4.15105	-4.0315
3	2	4	1	2	2	1	5	-2.79549	-3.63743	-4.15105	-4.0315
4	9	25	2	10	22	3	6	-4.48915	-7.83718	-5.91514	-4.33309
5	4	7	10	4	1	7	1	-1.84696	-3.83618	-2.65235	-1.90669
6	4	7	10	4	1	7	1	-1.84696	-3.83618	-2.65235	-1.90669
7	4	7	10	4	42	51	1	-2.95032	-4.6395	-4.83049	-3.74874
8	2	4	1	2	2	1	5	-2.79549	-3.63743	-4.15105	-4.0315
9	10	81	50	99	120	76	52	-6.67279	-6.39949	-5.33569	-5.15208
10	2	1	21	3	2	1	5	-2.93562	-2.46959	-4.24094	-4.43933
11	2	1	21	3	2	1	5	-2.93562	-2.46959	-4.24094	-4.43933
12	9	25	2	10	22	3	6	-4.48915	-7.83718	-5.91514	-4.33309
13	2	1	21	3	2	1	5	-2.93562	-2.46959	-4.24094	-4.43933
14	10	27	16	19	10	5	7	-19.7679	-12.8593	-15.7185	-18.1699
15	2	4	1	2	2	1	5	-2.79549	-3.63743	-4.15105	-4.0315
16	2	4	1	2	2	1	5	-2.79549	-3.63743	-4.15105	-4.0315
17	9	2	4	62	4	5	6	-3.7381	-5.19488	-5.8	-6.30215
18	9	53	2	53	11	3	3	-32.1448	-29.655	-25.1856	-26.997
19	2	4	1	2	2	1	5	-2.79549	-3.63743	-4.15105	-4.0315
20	2	4	1	2	2	1	5	-2.79549	-3.63743	-4.15105	-4.0315
21	4	7	10	4	1	7	1	-1.84696	-3.83618	-2.65235	-1.90669
22	2	4	1	2	2	1	5	-2.79549	-3.63743	-4.15105	-4.0315
23	1	4	2	2	6	3	17	-4.55314	-2.42775	-4.38068	-5.6124
24	4	7	10	4	1	7	1	-1.84696	-3.83618	-2.65235	-1.90669
25	2	1	21	3	2	1	5	-2.93562	-2.46959	-4.24094	-4.43933
26	8	10	2	2	11	12	6	-3.9793	-7.34572	-7.41803	-6.68606
27	2	4	2	2	6	1	5	-6.06551	-4.81208	-5.93219	-7.76584
28	2	1	12	3	2	1	5	-2.62588	-2.09601	-3.55826	-4.68185
29	2	4	1	2	2	1	5	-2.79549	-3.63743	-4.15105	-4.0315
30	4	7	10	4	1	7	1	-1.84696	-3.83618	-2.65235	-1.90669
31	10	1	16	19	10	5	7	-5.86007	-2.72616	-4.13815	-5.24152
32	1	2	3	4	5	9	3	-4.54667	-2.46774	-3.59991	-4.96297
33	2	4	1	2	2	1	5	-2.79549	-3.63743	-4.15105	-4.0315
34	2	4	1	2	2	1	5	-2.79549	-3.63743	-4.15105	-4.0315
35	2	4	1	2	2	1	5	-2.79549	-3.63743	-4.15105	-4.0315
36	4	7	10	4	1	7	1	-1.84696	-3.83618	-2.65235	-1.90669
37	129	66	30	82	189	47	17	-3.2676	-4.87887	-5.40717	-4.08962
38	2	1	12	3	357	1	5	-7.54224	-7.16279	-6.10868	-8.09552
39	9	2	4	62	4	5	6	-3.7381	-5.19488	-5.8	-6.30215
40	2	1	1	3	2	1	5	-4.61317	-3.76555	-6.01757	-7.05092
41	2	1	12	3	357	1	5	-7.54224	-7.16279	-6.10868	-8.09552
42	2	1	5	3	2	3	5	-4.22312	-3.23235	-5.21341	-4.77275
43	2	1	5	3	2	3	5	-4.22312	-3.23235	-5.21341	-4.77275
44	2	4	1	2	2	1	5	-2.79549	-3.63743	-4.15105	-4.0315
45	2	4	1	2	2	1	5	-2.79549	-3.63743	-4.15105	-4.0315
46	2	4	2	2	6	1	5	-6.06551	-4.81208	-5.93219	-7.76584
