Isolate	Loci0	Loci1	Loci2	Loci3	Loci4	Loci5	Loci6	Source0	Source1	Source2	Source3
0	1	2	3	4	5	9	3	-4.60518	-2.50151	-3.51463	-5.13694
1	4	7	10	4	1	7	1	-1.81906	-3.76968	-2.65832	-1.92356
2	2	4	1	2	2	1	5	-2.77147	-3.64454	-4.09939	-4.03784
3	2	4	1	2	2	1	5	-2.77147	-3.64454	-4.09939	-4.03784
4	9	25	2	10	22	3	6	-4.45663	-7.45752	-6.18081	-4.35145
5	4	7	10	4	1	7	1	-1.81906	-3.76968	-2.65832	-1.92356
6	4	7	10	4	1	7	1	-1.81906	-3.76968	-2.65832	-1.92356
7	4	7	10	4	42	51	1	-2.92171	-4.60805	-4.91991	-3.74711
8	2	4	1	2	2	1	5	-2.77147	-3.64454	-4.09939	-4.03784
9	10	81	50	99	120	76	52	-6.67168	-6.418	-5.27166	-5.20396
10	2	1	21	3	2	1	5	-2.92064	-2.49415	-4.24928	-4.45211
11	2	1	21	3	2	1	5	-2.92064	-2.49415	-4.24928	-4.45211
12	9	25	2	10	22	3	6	-4.45663	-7.45752	-6.18081	-4.35145
13	2	1	21	3	2	1	5	-2.92064	-2.49415	-4.24928	-4.45211
14	10	27	16	19	10	5	7	-20.3003	-12.7859	-15.8421	-18.3669
15	2	4	1	2	2	1	5	-2.77147	-3.64454	-4.09939	-4.03784
16	2	4	1	2	2	1	5	-2.77147	-3.64454	-4.09939	-4.03784
17	9	2	4	62	4	5	6	-3.71052	-5.18833	-5.70008	-6.21512
18	9	53	2	53	11	3	3	-30.6657	-26.6958	-25.6317	-24.9778
19	2	4	1	2	2	1	5	-2.77147	-3.64454	-4.09939	-4.03784
20	2	4	1	2	2	1	5	-2.77147	-3.64454	-4.09939	-4.03784
21	4	7	10	4	1	7	1	-1.81906	-3.76968	-2.65832	-1.92356
22	2	4	1	2	2	1	5	-2.77147	-3.64454	-4.09939	-4.03784
23	1	4	2	2	6	3	17	-4.6018	-2.46003	-4.37573	-5.76742
24	4	7	10	4	1	7	1	-1.81906	-3.76968	-2.65832	-1.92356
25	2	1	21	3	2	1	5	-2.92064	-2.49415	-4.24928	-4.45211
26	8	10	2	2	11	12	6	-3.94946	-7.11565	-7.3651	-6.53481
27	2	4	2	2	6	1	5	-6.07467	-4.8431	-5.83736	-7.99042
28	2	1	12	3	2	1	5	-2.61337	-2.1217	-3.4964	-4.72658
29	2	4	1	2	2	1	5	-2.77147	-3.64454	-4.09939	-4.03784
30	4	7	10	4	1	7	1	-1.81906	-3.76968	-2.65832	-1.92356
31	10	1	16	19	10	5	7	-6.08679	-2.76002	-4.07846	-5.39595
32	1	2	3	4	5	9	3	-4.60518	-2.50151	-3.51463	-5.13694
33	2	4	1	2	2	1	5	-2.77147	-3.64454	-4.09939	-4.03784
34	2	4	1	2	2	1	5	-2.77147	-3.64454	-4.09939	-4.03784
35	2	4	1	2	2	1	5	-2.77147	-3.64454	-4.09939	-4.03784
36	4	7	10	4	1	7	1	-1.81906	-3.76968	-2.65832	-1.92356
37	129	66	30	82	189	47	17	-3.23823	-4.85096	-5.57933	-4.09142
38	2	1	12	3	357	1	5	-6.59192	-5.81518	-6.13972	-7.46137
39	9	2	4	62	4	5	6	-3.71052	-5.18833	-5.70008	-6.21512
40	2	1	1	3	2	1	5	-4.60593	-3.79182	-6.06147	-7.0514
41	2	1	12	3	357	1	5	-6.59192	-5.81518	-6.13972	-7.46137
42	2	1	5	3	2	3	5	-4.21611	-3.25865	-5.32201	-4.79881
43	2	1	5	3	2	3	5	-4.21611	-3.25865	-5.32201	-4.79881
44	2	4	1	2	2	1	5	-2.77147	-3.64454	-4.09939	-4.03784
45	2	4	1	2	2	1	5	-2.77147	-3.64454	-4.09939	-4.03784
46	2	4	2	2	6	1	5	-6.07467	-4.8431	-5.83736	-7.99042
47	1	4	2	2	6	3	17	-4.6018	-2.46003	-4.37573	-5.76742
48	2	1	21	3	2	1	5	-2.92064	-2.49415	-4.24928	-4.45211
49	2	1	2	3	2	3	5	-3.75427	-6.8706	-7.16308	-6.32996
50	2	1	21	3	2	1	5	-2.92064	-2.49415	-4.24928	-4.45211
51	7	17	2	15	23	3	12	-6.89566	-10.1063	-10.3144	-9.48137
52	2	4	1	2	7	1	5	-2.30282	-5.50023	-5.64771	-4.67774
53	9	2	4	62	4	5	6	-3.71052	-5.18833	-5.70008	-6.21512
54	2	4	1	2	7	1	5	-2.30282	-5.50023	-5.64771	-4.67774
55	9	2	4	62	4	5	6	-3.71052	-5.18833	-5.70008	-6.21512
56	2	1	12	88	2	1	5	-3.93664	-3.4348	-5.53077	-5.28087
57	2	1	5	3	2	3	5	-4.21611	-3.25865	-5.32201	-4.79881
58	2	4	1	2	2	1	5	-2.77147	-3.64454	-4.09939	-4.03784
59	9	2	4	62	4	5	6	-3.71052	-5.18833	-5.70008	-6.21512
60	2	1	5	3	2	3	5	-4.21611	-3.25865	-5.32201	-4.79881
61	2	4	1	2	2	1	5	-2.77147	-3.64454	-4.09939	-4.03784
