Isolate	Loci0	Loci1	Loci2	Loci3	Loci4	Loci5	Loci6	Source0	Source1	Source2	Source3
0	1	2	3	4	5	9	3	-4.76676	-2.48792	-3.56692	-4.88285
1	4	7	10	4	1	7	1	-1.80534	-3.86649	-2.60838	-1.96575
2	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
3	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
4	9	25	2	10	22	3	6	-4.44387	-7.93054	-6.10969	-4.39819
5	4	7	10	4	1	7	1	-1.80534	-3.86649	-2.60838	-1.96575
6	4	7	10	4	1	7	1	-1.80534	-3.86649	-2.60838	-1.96575
7	4	7	10	4	42	51	1	-2.90541	-4.71385	-4.95013	-3.82254
8	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
9	10	81	50	99	120	76	52	-6.70236	-6.36428	-5.20781	-5.19371
10	2	1	21	3	2	1	5	-2.93127	-2.50003	-4.47424	-4.47679
11	2	1	21	3	2	1	5	-2.93127	-2.50003	-4.47424	-4.47679
12	9	25	2	10	22	3	6	-4.44387	-7.93054	-6.10969	-4.39819
13	2	1	21	3	2	1	5	-2.93127	-2.50003	-4.47424	-4.47679
14	10	27	16	19	10	5	7	-21.9496	-12.8969	-16.7161	-17.6231
15	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
16	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
17	9	2	4	62	4	5	6	-3.69084	-5.27279	-5.77315	-6.44861
18	9	53	2	53	11	3	3	-32.1087	-27.3242	-27.122	-24.5564
19	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
20	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
21	4	7	10	4	1	7	1	-1.80534	-3.86649	-2.60838	-1.96575
22	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
23	1	4	2	2	6	3	17	-4.77811	-2.45125	-4.62356	-5.4941
24	4	7	10	4	1	7	1	-1.80534	-3.86649	-2.60838	-1.96575
25	2	1	21	3	2	1	5	-2.93127	-2.50003	-4.47424	-4.47679
26	8	10	2	2	11	12	6	-3.9263	-7.88332	-7.68386	-6.90595
27	2	4	2	2	6	1	5	-6.12262	-4.83524	-5.89139	-7.63821
28	2	1	12	3	2	1	5	-2.62445	-2.12539	-3.62292	-4.67616
29	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
30	4	7	10	4	1	7	1	-1.80534	-3.86649	-2.60838	-1.96575
31	10	1	16	19	10	5	7	-6.95241	-2.74647	-4.16779	-5.17016
32	1	2	3	4	5	9	3	-4.76676	-2.48792	-3.56692	-4.88285
33	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
34	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
35	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
36	4	7	10	4	1	7	1	-1.80534	-3.86649	-2.60838	-1.96575
37	129	66	30	82	189	47	17	-3.22187	-4.95273	-5.65431	-4.16611
38	2	1	12	3	357	1	5	-7.10356	-5.99892	-6.58026	-6.90824
39	9	2	4	62	4	5	6	-3.69084	-5.27279	-5.77315	-6.44861
40	2	1	1	3	2	1	5	-4.63298	-3.7951	-6.52757	-7.01361
41	2	1	12	3	357	1	5	-7.10356	-5.99892	-6.58026	-6.90824
42	2	1	5	3	2	3	5	-4.25413	-3.25882	-5.6363	-4.80903
43	2	1	5	3	2	3	5	-4.25413	-3.25882	-5.6363	-4.80903
44	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
45	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
46	2	4	2	2	6	1	5	-6.12262	-4.83524	-5.89139	-7.63821
47	1	4	2	2	6	3	17	-4.77811	-2.45125	-4.62356	-5.4941
48	2	1	21	3	2	1	5	-2.93127	-2.50003	-4.47424	-4.47679
49	2	1	2	3	2	3	5	-3.73189	-7.61667	-7.486	-6.70336
50	2	1	21	3	2	1	5	-2.93127	-2.50003	-4.47424	-4.47679
51	7	17	2	15	23	3	12	-6.87221	-10.9146	-10.6316	-9.85201
52	2	4	1	2	7	1	5	-2.28075	-6.30287	-5.92881	-4.97789
53	9	2	4	62	4	5	6	-3.69084	-5.27279	-5.77315	-6.44861
54	2	4	1	2	7	1	5	-2.28075	-6.30287	-5.92881	-4.97789
55	9	2	4	62	4	5	6	-3.69084	-5.27279	-5.77315	-6.44861
56	2	1	12	88	2	1	5	-3.95072	-3.44014	-5.89245	-5.3152
57	2	1	5	3	2	3	5	-4.25413	-3.25882	-5.6363	-4.80903
58	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
59	9	2	4	62	4	5	6	-3.69084	-5.27279	-5.77315	-6.44861
60	2	1	5	3	2	3	5	-4.25413	-3.25882	-5.6363	-4.80903
61	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
62	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
63	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
64	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
65	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
66	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
67	1	2	215	4	90	24	8	-32.1074	-27.4702	-22.9962	-19.958
68	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
69	1	2	3	4	5	9	3	-4.76676	-2.48792	-3.56692	-4.88285
70	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
71	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
72	9	25	2	10	22	3	6	-4.44387	-7.93054	-6.10969	-4.39819
73	2	15	4	48	360	25	23	-6.68621	-8.7649	-5.6782	-4.95501
74	2	4	1	2	2	1	5	-2.75886	-3.68251	-4.12639	-4.09889
75	2	1	12	88	2	1	5	-3.95072	-3.44014	-5.89245	-5.3152
76	2	4	2	2	6	1	5	-6.12262	-4.83524	-5.89139	-7.63821
