Isolate	Loci0	Loci1	Loci2	Loci3	Loci4	Loci5	Loci6	Source0	Source1	Source2	Source3
0	1	2	3	4	5	9	3	-4.64101	-2.51041	-3.62088	-4.99302
1	4	7	10	4	1	7	1	-1.83624	-3.90677	-2.63925	-1.90186
2	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
3	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
4	9	25	2	10	22	3	6	-4.47512	-8.01932	-6.10375	-4.32688
5	4	7	10	4	1	7	1	-1.83624	-3.90677	-2.63925	-1.90186
6	4	7	10	4	1	7	1	-1.83624	-3.90677	-2.63925	-1.90186
7	4	7	10	4	42	51	1	-2.94249	-4.71187	-4.96737	-3.70391
8	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
9	10	81	50	99	120	76	52	-6.66695	-6.43625	-5.25879	-5.18097
10	2	1	21	3	2	1	5	-2.94484	-2.50729	-4.51804	-4.33046
11	2	1	21	3	2	1	5	-2.94484	-2.50729	-4.51804	-4.33046
12	9	25	2	10	22	3	6	-4.47512	-8.01932	-6.10375	-4.32688
13	2	1	21	3	2	1	5	-2.94484	-2.50729	-4.51804	-4.33046
14	10	27	16	19	10	5	7	-20.0947	-12.555	-16.2511	-18.1577
15	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
16	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
17	9	2	4	62	4	5	6	-3.7344	-5.26123	-5.8259	-5.99721
18	9	53	2	53	11	3	3	-29.2815	-26.3607	-27.2058	-24.8666
19	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
20	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
21	4	7	10	4	1	7	1	-1.83624	-3.90677	-2.63925	-1.90186
22	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
23	1	4	2	2	6	3	17	-4.6448	-2.46941	-4.67915	-5.55396
24	4	7	10	4	1	7	1	-1.83624	-3.90677	-2.63925	-1.90186
25	2	1	21	3	2	1	5	-2.94484	-2.50729	-4.51804	-4.33046
26	8	10	2	2	11	12	6	-3.97272	-7.53348	-7.70144	-6.32181
27	2	4	2	2	6	1	5	-6.10183	-4.8511	-5.94872	-7.71209
28	2	1	12	3	2	1	5	-2.6377	-2.13229	-3.67556	-4.50819
29	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
30	4	7	10	4	1	7	1	-1.83624	-3.90677	-2.63925	-1.90186
31	10	1	16	19	10	5	7	-6.16035	-2.76813	-4.22548	-5.27951
32	1	2	3	4	5	9	3	-4.64101	-2.51041	-3.62088	-4.99302
33	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
34	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
35	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
36	4	7	10	4	1	7	1	-1.83624	-3.90677	-2.63925	-1.90186
37	129	66	30	82	189	47	17	-3.26044	-4.94973	-5.65911	-4.04074
38	2	1	12	3	357	1	5	-6.24898	-5.87743	-7.19723	-6.8082
39	9	2	4	62	4	5	6	-3.7344	-5.26123	-5.8259	-5.99721
40	2	1	1	3	2	1	5	-4.62965	-3.80082	-6.57071	-6.75248
41	2	1	12	3	357	1	5	-6.24898	-5.87743	-7.19723	-6.8082
42	2	1	5	3	2	3	5	-4.24199	-3.26883	-5.66283	-4.73746
43	2	1	5	3	2	3	5	-4.24199	-3.26883	-5.66283	-4.73746
44	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
45	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
46	2	4	2	2	6	1	5	-6.10183	-4.8511	-5.94872	-7.71209
47	1	4	2	2	6	3	17	-4.6448	-2.46941	-4.67915	-5.55396
48	2	1	21	3	2	1	5	-2.94484	-2.50729	-4.51804	-4.33046
49	2	1	2	3	2	3	5	-3.77598	-7.25652	-7.49874	-6.12184
50	2	1	21	3	2	1	5	-2.94484	-2.50729	-4.51804	-4.33046
51	7	17	2	15	23	3	12	-6.91958	-10.5656	-10.6513	-9.26774
52	2	4	1	2	7	1	5	-2.32394	-5.9575	-5.94108	-4.50281
53	9	2	4	62	4	5	6	-3.7344	-5.26123	-5.8259	-5.99721
54	2	4	1	2	7	1	5	-2.32394	-5.9575	-5.94108	-4.50281
55	9	2	4	62	4	5	6	-3.7344	-5.26123	-5.8259	-5.99721
56	2	1	12	88	2	1	5	-3.96141	-3.44853	-5.92653	-5.17789
57	2	1	5	3	2	3	5	-4.24199	-3.26883	-5.66283	-4.73746
58	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
59	9	2	4	62	4	5	6	-3.7344	-5.26123	-5.8259	-5.99721
60	2	1	5	3	2	3	5	-4.24199	-3.26883	-5.66283	-4.73746
61	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
62	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
63	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
64	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
65	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
66	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
67	1	2	215	4	90	24	8	-28.4544	-27.9934	-24.1553	-20.4125
68	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
69	1	2	3	4	5	9	3	-4.64101	-2.51041	-3.62088	-4.99302
70	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
71	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
72	9	25	2	10	22	3	6	-4.47512	-8.01932	-6.10375	-4.32688
73	2	15	4	48	360	25	23	-6.65169	-9.46563	-5.71292	-4.92548
74	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
75	2	1	12	88	2	1	5	-3.96141	-3.44853	-5.92653	-5.17789
76	2	4	2	2	6	1	5	-6.10183	-4.8511	-5.94872	-7.71209
77	10	1	16	19	10	5	7	-6.16035	-2.76813	-4.22548	-5.27951
78	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
79	2	1	12	3	2	1	5	-2.6377	-2.13229	-3.67556	-4.50819
80	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
81	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
82	1	4	2	2	6	3	17	-4.6448	-2.46941	-4.67915	-5.55396
83	10	1	16	19	10	5	7	-6.16035	-2.76813	-4.22548	-5.27951
84	8	10	149	2	11	12	6	-4.89229	-3.99763	-5.72065	-6.84451
85	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
86	2	4	1	2	7	1	5	-2.32394	-5.9575	-5.94108	-4.50281
87	32	39	30	82	104	324	17	-8.17907	-4.70108	-7.61606	-8.97171
88	1	2	3	4	5	9	3	-4.64101	-2.51041	-3.62088	-4.99302
89	2	1	5	3	2	3	5	-4.24199	-3.26883	-5.66283	-4.73746
90	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
91	2	4	1	2	7	1	5	-2.32394	-5.9575	-5.94108	-4.50281
92	4	7	10	4	1	7	1	-1.83624	-3.90677	-2.63925	-1.90186
93	2	1	2	3	2	3	5	-3.77598	-7.25652	-7.49874	-6.12184
94	2	1	12	3	2	1	5	-2.6377	-2.13229	-3.67556	-4.50819
95	2	1	21	3	2	1	5	-2.94484	-2.50729	-4.51804	-4.33046
96	2	1	21	3	2	1	5	-2.94484	-2.50729	-4.51804	-4.33046
97	9	2	5	2	11	3	1	-29.019	-31.2205	-28.381	-26.9353
98	4	7	10	4	1	7	1	-1.83624	-3.90677	-2.63925	-1.90186
99	2	1	2	3	2	3	5	-3.77598	-7.25652	-7.49874	-6.12184
100	2	1	21	3	2	1	5	-2.94484	-2.50729	-4.51804	-4.33046
101	4	7	10	4	1	7	1	-1.83624	-3.90677	-2.63925	-1.90186
102	2	1	21	3	2	1	5	-2.94484	-2.50729	-4.51804	-4.33046
103	1	4	2	2	6	3	17	-4.6448	-2.46941	-4.67915	-5.55396
104	2	4	5	2	10	1	5	-6.91128	-10.5373	-10.6347	-9.25887
105	2	1	12	88	2	1	5	-3.96141	-3.44853	-5.92653	-5.17789
106	9	2	4	62	4	5	6	-3.7344	-5.26123	-5.8259	-5.99721
107	2	165	73	147	220	190	104	-8.42708	-10.877	-7.07287	-5.25447
108	2	1	21	3	2	1	5	-2.94484	-2.50729	-4.51804	-4.33046
109	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
110	2	1	12	3	11	1	6	-18.7166	-17.0719	-20.4583	-20.9276
111	2	1	2	3	2	3	5	-3.77598	-7.25652	-7.49874	-6.12184
112	2	4	1	2	7	1	5	-2.32394	-5.9575	-5.94108	-4.50281
113	2	1	2	3	2	3	5	-3.77598	-7.25652	-7.49874	-6.12184
114	2	1	21	3	2	1	5	-2.94484	-2.50729	-4.51804	-4.33046
115	2	4	1	2	7	1	5	-2.32394	-5.9575	-5.94108	-4.50281
116	33	39	30	82	113	43	17	-9.68947	-6.47151	-6.1147	-8.67335
117	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
118	2	4	1	2	2	1	5	-2.79124	-3.68524	-4.17072	-3.96029
