Isolate	Loci0	Loci1	Loci2	Loci3	Loci4	Loci5	Loci6	Source0	Source1	Source2	Source3
0	1	2	3	4	5	9	3	-4.65542	-2.49226	-3.61924	-5.04718
1	4	7	10	4	1	7	1	-1.82666	-3.77514	-2.58176	-1.96043
2	2	4	1	2	2	1	5	-2.78043	-3.66223	-4.17908	-4.18401
3	2	4	1	2	2	1	5	-2.78043	-3.66223	-4.17908	-4.18401
4	9	25	2	10	22	3	6	-4.46828	-7.5175	-5.81068	-4.38921
5	4	7	10	4	1	7	1	-1.82666	-3.77514	-2.58176	-1.96043
6	4	7	10	4	1	7	1	-1.82666	-3.77514	-2.58176	-1.96043
7	4	7	10	4	42	51	1	-2.93143	-4.65364	-4.85293	-3.84653
8	2	4	1	2	2	1	5	-2.78043	-3.66223	-4.17908	-4.18401
9	10	81	50	99	120	76	52	-6.66071	-6.35411	-5.24948	-5.19212
10	2	1	21	3	2	1	5	-2.93985	-2.49685	-4.40791	-4.62175
11	2	1	21	3	2	1	5	-2.93985	-2.49685	-4.40791	-4.62175
12	9	25	2	10	22	3	6	-4.46828	-7.5175	-5.81068	-4.38921
13	2	1	21	3	2	1	5	-2.93985	-2.49685	-4.40791	-4.62175
14	10	27	16	19	10	5	7	-20.6154	-12.8459	-16.0472	-17.665
15	2	4	1	2	2	1	5	-2.78043	-3.66223	-4.17908	-4.18401
16	2	4	1	2	2	1	5	-2.78043	-3.66223	-4.17908	-4.18401
17	9	2	4	62	4	5	6	-3.71921	-5.23732	-5.93694	-6.93433
18	9	53	2	53	11	3	3	-30.7765	-27.61	-28.0275	-24.1473
19	2	4	1	2	2	1	5	-2.78043	-3.66223	-4.17908	-4.18401
20	2	4	1	2	2	1	5	-2.78043	-3.66223	-4.17908	-4.18401
21	4	7	10	4	1	7	1	-1.82666	-3.77514	-2.58176	-1.96043
22	2	4	1	2	2	1	5	-2.78043	-3.66223	-4.17908	-4.18401
23	1	4	2	2	6	3	17	-4.67678	-2.45448	-4.53493	-5.71301
